seed,x_axle,Greedy Time,final_calculation_time,Total Running time,Route Cost,,,,,,
43,120,37.48701692,0.006507158,37.49352407,9070.885516,,,,,,
44,3,39.04412603,0.006566763,39.0506928,9433.594826,,,,,,
44,9,38.37482595,0.006582975,38.38140893,9454.583098,,,,,,
44,15,38.2045579,0.006589174,38.21114707,9442.982878,,,,,,
44,21,38.2268889,0.006574154,38.23346305,9455.091901,,,,,,
44,27,38.02774286,0.006567955,38.03431082,9443.95883,,,,,,
44,30,38.06304693,0.006546736,38.06959367,9426.914084,,,,,,
44,45,37.9704268,0.006571054,37.97699785,9435.896195,,,,,,
44,60,37.65539002,0.006505966,37.66189599,9404.276991,,,,,,
44,90,37.52606797,0.006495953,37.53256392,9367.540736,,,,,,
44,120,37.38656688,0.006401062,37.39296794,9311.479178,,,,,,
45,3,39.05419087,0.006566763,39.06075764,5695.665403,,,,,,
45,9,38.39189816,0.006607771,38.39850593,5743.656527,,,,,,
45,15,38.59687805,0.00667882,38.60355687,5753.043438,,,,,,
45,21,38.03347778,0.00654912,38.0400269,5760.510447,,,,,,
45,27,38.05908298,0.006581068,38.06566405,5732.327635,,,,,,
45,30,38.05047107,0.006562948,38.05703402,5729.487072,,,,,,
45,45,37.96571684,0.006623983,37.97234082,5686.631558,,,,,,
45,60,37.78742766,0.006563187,37.79399085,5654.968677,,,,,,
45,90,37.34619212,0.00651598,37.3527081,5614.269437,,,,,,
45,120,37.23425031,0.006419897,37.2406702,5611.890307,,,,,,
46,3,38.89255595,0.006559134,38.89911509,10183.71639,,,,,,
46,9,38.28745627,0.006568909,38.29402518,10229.37621,,,,,,
46,15,38.26753211,0.006602049,38.27413416,10240.50945,,,,,,
46,21,38.14042068,0.006553173,38.14697385,10240.91131,,,,,,
46,27,38.02340508,0.006568909,38.02997398,10224.9598,,,,,,
46,30,37.93657303,0.006569147,37.94314218,10206.52371,,,,,,
46,45,37.92870307,0.006617785,37.93532085,10168.99549,,,,,,
46,60,37.66663694,0.006585836,37.67322278,10124.6071,,,,,,
46,90,37.45680308,0.006535053,37.46333814,10036.52549,,,,,,
46,120,37.37839603,0.006402969,37.384799,9990.387108,,,,,,
47,3,38.97061706,0.006603003,38.97722006,10723.5686,,,,,,
47,9,38.39223814,0.006605625,38.39884377,10734.93131,,,,,,
47,15,38.19342399,0.006597996,38.20002198,10744.86669,,,,,,
47,21,38.1472249,0.00661397,38.15383887,10722.64106,,,,,,
47,27,38.22249699,0.006633043,38.22913003,10716.65656,,,,,,
47,30,38.11154032,0.006596804,38.11813712,10687.37635,,,,,,
47,45,37.97609687,0.006561995,37.98265886,10695.42625,,,,,,
47,60,37.93136001,0.006554842,37.93791485,10681.00101,,,,,,
47,90,37.50200415,0.006554842,37.50855899,10658.10762,,,,,,
