seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost
11,1,1.271254062652588,0.3619070053100586,7.128715515136719e-05,2.2671384811401367,3.9003708362579346,12426.811877966764
11,2,1.1714298725128174,0.32538890838623047,2.341878890991211,2.5889604091644287,6.4276580810546875,12424.08579195854
11,3,1.051145076751709,0.364516019821167,4.939716100692749,2.439305067062378,8.794682264328003,12441.878899794425
11,4,1.0938498973846436,0.35838890075683594,7.480648756027222,2.142524242401123,11.075411796569824,12499.537553501346
11,5,1.0797851085662842,0.32211804389953613,9.152169227600098,2.3397445678710938,12.893816947937012,12457.889395918843
12,1,1.0645060539245605,0.37395691871643066,0.00043320655822753906,3.113748788833618,4.552644968032837,12373.475791633822
12,2,1.1003220081329346,0.37877702713012695,2.344062089920044,2.773655652999878,6.596816778182983,12437.032792231263
12,3,1.0473592281341553,0.40796732902526855,4.98725700378418,2.6158053874969482,9.058388948440552,12467.630481942138
12,4,1.077223777770996,0.3947758674621582,7.738844156265259,2.4634082317352295,11.674252033233643,12497.444773055411
12,5,1.0829100608825684,0.37000107765197754,10.393849849700928,2.391472101211548,14.238233089447021,12497.26260709591
13,1,1.0468130111694336,0.3654026985168457,0.00033092498779296875,2.4806015491485596,3.893148183822632,12494.634431423812
13,2,1.0556018352508545,0.2968161106109619,2.2415027618408203,2.5826780796051025,6.176598787307739,12502.43656934141
13,3,1.0603039264678955,0.37074804306030273,4.79522705078125,3.040802001953125,9.267081022262573,12454.224478949516
13,4,1.0879521369934082,0.30655598640441895,7.4019269943237305,2.84401273727417,11.640447854995728,12465.277122414527
13,5,1.034348726272583,0.3445870876312256,10.373256921768188,2.92682147026062,14.679014205932617,12484.578215560576
14,1,1.044203758239746,0.3577408790588379,0.0003287792205810547,2.1227595806121826,3.5250329971313477,12344.809084390723
14,2,1.045490026473999,0.38550400733947754,2.4216489791870117,2.66564679145813,6.518289804458618,12342.100882489976
14,3,1.059201955795288,0.36812710762023926,5.226952791213989,2.1630423069000244,8.817324161529541,12374.269620987878
14,4,1.1095831394195557,0.37830400466918945,8.330359935760498,1.978562831878662,11.796809911727905,12405.450754003732
14,5,1.0436408519744873,0.37086009979248047,11.68035626411438,1.9666588306427002,15.061516046524048,12386.53240212588
15,1,1.1041889190673828,0.306210994720459,0.00035381317138671875,3.021707534790039,4.432461261749268,12294.97967855931
15,2,1.1655571460723877,0.3314952850341797,2.5142760276794434,3.2245163917541504,7.235844850540161,12281.722651860207
15,3,1.309556007385254,0.32440805435180664,4.948714971542358,3.0725018978118896,9.655180931091309,12316.173805325529
15,4,1.2357041835784912,0.3274118900299072,7.072175025939941,3.214003086090088,11.849294185638428,12319.296622835773
15,5,1.0926871299743652,0.35559988021850586,10.229966163635254,2.8765718936920166,14.554825067520142,12327.99986187908
16,1,1.2471318244934082,0.38428807258605957,0.00040221214294433594,3.628720998764038,5.26054310798645,12424.024136844402
16,2,1.100917100906372,0.3669109344482422,2.5671911239624023,3.4420647621154785,7.477083921432495,12420.536511693279
16,3,1.2161600589752197,0.3889448642730713,5.290211200714111,2.7205827236175537,9.615898847579956,12471.303413001546
16,4,1.163614273071289,0.3715369701385498,7.384150981903076,3.6221959590911865,12.541498184204102,12457.619341691436
16,5,1.1455931663513184,0.4153609275817871,10.65553092956543,4.898501873016357,17.114986896514893,12434.565582576713
17,1,1.071349859237671,0.37221789360046387,0.00034499168395996094,3.0302233695983887,4.474136114120483,12361.998274948079
17,2,1.0875139236450195,0.35063910484313965,2.2330379486083984,4.597836971282959,8.269027948379517,12337.00037774192
17,3,1.091291904449463,0.39914703369140625,4.964891195297241,3.008496046066284,9.463826179504395,12415.13370222477
17,4,1.1509771347045898,0.40203094482421875,8.22816514968872,3.2942757606506348,13.075448989868164,12400.134079723595
17,5,1.1017379760742188,0.3639109134674072,11.553750991821289,3.342532157897949,16.361932039260864,12396.558177700443
18,1,1.09266996383667,0.3555788993835449,0.00033402442932128906,2.7309622764587402,4.179545164108276,12515.774950282557
18,2,1.1410150527954102,0.32425689697265625,2.338732957839966,2.4934539794921875,6.29745888710022,12548.968270428573
18,3,1.0718309879302979,0.3639867305755615,4.778371810913086,2.8065414428710938,9.020730972290039,12553.767114260838
18,4,1.1869349479675293,0.3833649158477783,7.771196365356445,2.72786283493042,12.069359064102173,12553.004084708758
18,5,1.1206891536712646,0.40014004707336426,10.447067260742188,3.606564521789551,15.574460983276367,12500.689462188086
19,1,1.0753867626190186,0.3296933174133301,0.000331878662109375,3.319610118865967,4.725022077560425,12393.077567050621
19,2,1.1407220363616943,0.3495972156524658,2.2697770595550537,2.4848928451538086,6.2449891567230225,12431.42600051595
19,3,1.0574619770050049,0.34278202056884766,5.154030799865723,3.356248140335083,9.910522937774658,12413.946540117242
19,4,1.0867350101470947,0.3785719871520996,7.975065231323242,2.876676559448242,12.317048788070679,12398.594095162583
19,5,1.0967838764190674,0.4161951541900635,12.503568887710571,2.71818208694458,16.734730005264282,12400.44278866499
20,1,1.1162450313568115,0.3925156593322754,0.0003650188446044922,2.6752262115478516,4.184351921081543,12487.702737239635
20,2,1.1950147151947021,0.39168715476989746,2.437573194503784,3.6607279777526855,7.685003042221069,12411.761925283812
20,3,1.100480079650879,0.38816404342651367,5.433903932571411,3.1780269145965576,10.100574970245361,12439.890497010936
20,4,1.097485065460205,0.3624148368835449,8.07706594467163,3.267148017883301,12.804113864898682,12476.042465844315
20,5,1.115138053894043,0.3472912311553955,10.967807292938232,3.44120717048645,15.871443748474121,12474.026505745047
