seed,x_axle,Greedy Time,final_calculation_time,Total Running time,Route Cost
11,3,2100.282669067383,0.05894207954406738,2100.341611146927,34.75729205443098
11,9,2132.0431270599365,0.05875897407531738,2132.101886034012,33.980175937956695
11,15,2121.8475799560547,0.055703163146972656,2121.9032831192017,33.958404023591264
11,21,2106.0710768699646,0.057650089263916016,2106.1287269592285,33.959142613494826
11,27,2111.8442537784576,0.057592153549194336,2111.901845932007,33.948911160914875
11,30,2079.8932600021362,0.05748891830444336,2079.9507489204407,33.948770586664175
11,45,2130.319256067276,0.05826997756958008,2130.3775260448456,33.943721276590196
11,60,2127.092803955078,0.05655384063720703,2127.1493577957153,33.93443539711267
11,90,2135.908998966217,0.05846405029296875,2135.96746301651,33.914267639877124
11,120,2156.9859862327576,0.0567626953125,2157.04274892807,33.89568619633345
11,150,2052.460266828537,0.06157422065734863,2052.5218410491943,33.87640815085009
11,180,2043.812999010086,0.05835914611816406,2043.8713581562042,33.85977500215618
11,4901,2137.9324798583984,0.059220075607299805,2137.9916999340057,32.06568948685484
