seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.973464012,0.157254934,0.929773092,1.696982145,3.757474184,17340.9315,,3.739960837,14024.00648
12,60,0.946475029,0.178263187,0.811731815,1.618637085,3.555107117,16326.40685,,,
13,60,0.973074913,0.181339025,0.882848024,1.762522221,3.799784184,17666.43924,,,
14,60,0.956367016,0.238784075,0.912381887,1.60136795,3.708900928,8279.587799,,,
15,60,0.919780016,0.206300735,0.937800884,1.664549589,3.728431225,13866.55255,,,
16,60,0.927447081,0.15631485,0.875607014,1.66809082,3.627459764,16314.74582,,,
17,60,0.953741074,0.233681917,1.023348093,1.657085657,3.867856741,11191.01177,,,
18,60,0.982416868,0.171715021,0.793123722,1.692042589,3.639298201,12953.66125,,,
19,60,1.003524065,0.177171946,0.92911005,1.675020695,3.784826756,13150.86422,,,
20,60,0.987930059,0.219895124,0.960510969,1.762133121,3.930469275,13149.86385,,,
