seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,1.027466297,0.303053141,1.060555935,4.395169735,6.786245108,11596.65946,,7.498075032,11441.97571
12,60,0.995287657,0.244688272,1.050282001,4.587125063,6.877382994,11848.08369,,,
13,60,0.951050997,0.208363056,1.001560926,4.109897137,6.270872116,11996.0492,,,
14,60,0.961732864,0.204553127,0.956160069,5.176856756,7.299302816,11395.16653,,,
15,60,0.953802824,0.219095945,1.073865891,4.867922306,7.114686966,11026.95789,,,
16,60,0.943473101,0.218831062,0.998517036,7.693212748,9.854033947,11519.88547,,,
17,60,0.949116945,0.226935148,0.977741957,4.993508816,7.147302866,11538.48699,,,
18,60,0.927412987,0.204782009,1.029561758,5.790042877,7.951799631,11273.10978,,,
19,60,0.904583216,0.23209691,1.075418234,5.338579655,7.550678015,10964.25774,,,
20,60,0.931432009,0.266475916,0.959316969,5.97122097,8.128445864,11261.10034,,,
