seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.976577044,0.263946056,1.059911251,6.197328806,8.497763157,11463.41092,,7.160791159,11465.49163
12,60,0.915418148,0.214191914,0.982718945,3.729985952,5.842314959,11846.10523,,,
13,60,0.966649055,0.215811968,1.049807072,4.709741116,6.942009211,12011.42732,,,
14,60,0.925829172,0.224193811,0.966103077,3.658119202,5.774245262,11303.93733,,,
15,60,0.921101093,0.210824013,0.875961065,4.501952648,6.50983882,11338.41278,,,
16,60,0.907534838,0.194226027,0.947273254,6.016985893,8.066020012,11688.27383,,,
17,60,0.951103926,0.176225901,0.925704002,5.037900209,7.090934038,11360.73027,,,
18,60,0.950644255,0.229418755,1.016021013,4.06434989,6.260433912,11508.24175,,,
19,60,0.922715902,0.169542074,0.960249662,6.844194412,8.896702051,10962.25463,,,
20,60,0.920478106,0.223550081,1.028196812,5.555425167,7.727650166,11172.12219,,,
