seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.99800396,0.2537117,1.066614866,1.843589306,4.161919832,14803.2779,,4.040544677,14572.14163
12,60,1.038143158,0.218449831,0.806747198,1.898707867,3.962048054,15460.10659,,,
13,60,1.045416832,0.199279785,0.913558006,1.969150543,4.127405167,15914.53926,,,
14,60,1.004789114,0.279610157,0.909343958,1.811511755,4.005254984,13926.01248,,,
15,60,1.023121834,0.132797241,0.942726851,1.80183506,3.900480986,14488.24658,,,
16,60,1.016193151,0.277151108,1.017786741,1.972649813,4.283780813,15260.12367,,,
17,60,1.068970919,0.149422169,0.83141923,1.860271692,3.910084009,13964.14096,,,
18,60,1.060124874,0.249349117,0.872048855,1.863021135,4.044543982,14463.15243,,,
19,60,0.972355127,0.190277815,0.909614086,1.821207047,3.893454075,13459.12674,,,
20,60,1.107566118,0.210199833,0.933120966,1.86558795,4.116474867,13982.68966,,,
