seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.96310997,0.220062971,1.039056301,1.667866945,3.890096188,14987.28878,,3.902227807,14886.00789
12,60,0.978806973,0.220965862,1.024805069,1.700903177,3.925481081,16310.75932,,,
13,60,0.973620892,0.219292879,0.945035934,1.71911931,3.857069016,16999.46009,,,
14,60,0.97477293,0.140718222,1.01651001,1.658257723,3.790258884,14205.79951,,,
15,60,0.998217106,0.234272957,1.038593054,1.699413061,3.970496178,14561.33904,,,
16,60,0.946598053,0.210239887,1.000880003,1.700015783,3.857733727,15914.63091,,,
17,60,0.928374767,0.211563826,1.019947052,1.750052214,3.909937859,14049.08064,,,
18,60,1.00758481,0.267258883,1.020645142,1.691049099,3.986537933,14560.73937,,,
19,60,0.973669052,0.152048111,0.97231698,1.641367912,3.739402056,13129.87606,,,
20,60,1.002516985,0.29069376,1.035623312,1.766431093,4.09526515,14141.10516,,,
