seed,x_axle,Greedy Time,final_calculation_time,Total Running time,Route Cost,,,
11,60,41.74523091,0.006962061,41.75219297,11230.71311,,41.93400538,11050.57417
12,60,42.61428595,0.007272959,42.6215589,11038.36422,,,
13,60,41.70429993,0.007027149,41.71132708,11712.17738,,,
14,60,41.70571184,0.006853104,41.71256495,10346.43272,,,
15,60,41.30548978,0.006999016,41.31248879,11183.57144,,,
16,60,41.95147371,0.00688839,41.9583621,11572.4935,,,
17,60,41.84048271,0.006973267,41.84745598,11126.35485,,,
18,60,41.65076399,0.00686717,41.65763116,10843.58678,,,
19,60,43.04840088,0.006835938,43.05523682,10641.06854,,,
20,60,41.70423007,0.007004976,41.71123505,10810.97919,,,
