seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.932273149,0.265974045,1.149304867,19.17505693,21.522609,11154.20169,,16.5806761,11149.73324
12,60,0.983165026,0.165467024,0.971567154,7.169406652,9.289605856,11402.46834,,,
13,60,0.945639133,0.215518951,1.02371788,21.52264404,23.70752001,11305.35258,,,
14,60,0.938915253,0.231832981,1.086580992,18.8996129,21.15694213,10971.92713,,,
15,60,0.923310041,0.142208099,0.91671896,11.75042486,13.73266196,11096.535,,,
16,60,0.923974752,0.214266777,1.018644333,13.7942729,15.95115876,11355.23854,,,
17,60,0.982769728,0.237869978,1.070475101,13.79993939,16.0910542,11064.46319,,,
18,60,0.955792189,0.194146156,1.01775527,12.27885151,14.44654512,11135.61373,,,
19,60,0.94807291,0.173969746,0.935236931,11.63864946,13.69592905,11045.89815,,,
20,60,0.967167854,0.197124958,0.936709166,14.11173296,16.21273494,10965.63406,,,
