seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.980724096,0.174722195,1.027737856,1.714914799,3.898098946,15749.38173,,3.9542871,15029.60044
12,60,0.969400167,0.212783813,0.919058084,1.687278032,3.788520098,15702.67115,,,
13,60,1.031408787,0.188830137,1.121823549,1.719375372,4.061437845,15871.50301,,,
14,60,1.00050807,0.222625017,1.002113104,1.731251955,3.956498146,14431.34849,,,
15,60,1.028728962,0.229797125,0.971558809,1.877711058,4.107795954,14950.94445,,,
16,60,1.109344006,0.182969093,0.994776011,1.760841846,4.047930956,16184.27031,,,
17,60,1.008893013,0.128620148,0.966112137,1.735929728,3.839555025,14157.40454,,,
18,60,1.029384851,0.185355902,0.943152905,1.705067396,3.862961054,15249.95882,,,
19,60,1.010105848,0.247364998,0.99861598,1.687374115,3.943460941,14177.25017,,,
20,60,0.980407953,0.283635139,1.089049101,1.68351984,4.036612034,13821.27177,,,
