seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,1.100722075,0.256317854,0.970659971,2.236656189,4.564356089,14907.44014,,4.318786383,14058.90093
12,60,1.088611841,0.193638086,1.068514824,2.057760477,4.408525229,14991.21725,,,
13,60,0.984743834,0.206807137,0.920521975,2.277231216,4.389304161,15326.79276,,,
14,60,1.164552927,0.255789042,0.887927055,1.831498146,4.13976717,12082.75855,,,
15,60,0.972634077,0.221628904,0.934587002,1.946445227,4.07529521,14222.5317,,,
16,60,1.119646072,0.162578821,0.852598667,2.075810432,4.210633993,14869.14122,,,
17,60,1.085889816,0.176239252,0.928647995,1.964428902,4.155205965,12970.79238,,,
18,60,1.124556065,0.203615904,1.022924185,1.997445107,4.34854126,13798.00515,,,
19,60,1.119222879,0.285990238,0.976526022,2.068720818,4.450459957,13795.99378,,,
20,60,1.143499136,0.236373901,1.02357769,2.042324066,4.445774794,13624.33634,,,
