seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,1.059783936,0.215122938,1.018549919,11.70920897,14.00266576,11563.14911,,14.47800081,10949.56776
12,60,0.915441751,0.185618877,1.035086155,8.245226383,10.38137317,11766.55951,,,
13,60,0.967812061,0.175429821,1.021135807,7.948282242,10.11265993,11894.53911,,,
14,60,1.018923998,0.202798843,0.975008965,9.314103127,11.51083493,9511.999697,,,
15,60,0.930710793,0.217666149,1.001677036,9.224100113,11.37415409,11052.53024,,,
16,60,0.928826094,0.193361998,1.014914989,8.561802149,10.69890523,11615.71899,,,
17,60,0.959614992,0.201202154,1.031555891,13.40114188,15.59351492,10115.51329,,,
18,60,0.984812975,0.200741053,1.051277876,16.81649923,19.05333114,10759.82386,,,
19,60,0.967124939,0.247739077,0.988874912,18.578475,20.78221393,10675.1406,,,
20,60,0.984935284,0.195781946,1.013663054,19.0759747,21.27035499,10540.70319,,,
