seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.964015961,0.207205057,0.898880005,19.0965209,21.16662192,11168.29791,,16.73305194,11091.70939
12,60,1.004822016,0.245316982,0.966741085,11.38536978,13.60224986,11538.26486,,,
13,60,0.968090773,0.198698997,0.854604959,8.745865583,10.76726031,11713.87645,,,
14,60,0.951410055,0.22945714,0.948841333,10.37114644,12.50085497,11035.88896,,,
15,60,0.939296961,0.243295908,1.001049757,16.22452426,18.40816689,10688.84202,,,
16,60,0.983433008,0.22334075,0.995275974,13.53790426,15.73995399,11221.84534,,,
17,60,0.957453012,0.221881151,0.895345211,17.02508879,19.09976816,11162.5169,,,
18,60,0.994010925,0.165317774,0.91967392,12.00370741,14.08271003,10947.50084,,,
19,60,0.944663048,0.20110321,1.017700911,18.0101459,20.17361307,10579.66654,,,
20,60,0.964799881,0.268561125,1.019068241,19.53689098,21.78932023,10860.39411,,,
