seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.956830978,0.231481314,0.891587019,4.0070436,6.086942911,11442.55531,,7.862199545,11380.13464
12,60,0.953988075,0.176810026,0.878532171,4.570028782,6.579359055,11449.58857,,,
13,60,0.946153879,0.213268995,0.895082951,4.356034994,6.410540819,11585.44464,,,
14,60,0.959048033,0.1418221,0.795987844,8.244853258,10.14171124,11204.59002,,,
15,60,0.945851803,0.244839191,0.901780844,4.260706186,6.353178024,11410.84456,,,
16,60,0.964361906,0.198424101,0.929656029,3.40380621,5.496248245,11759.3995,,,
17,60,0.933455944,0.208492756,0.806235075,6.653772116,8.601955891,11323.25825,,,
18,60,0.965970039,0.113745213,0.839179039,7.179169416,9.098063707,11419.73959,,,
19,60,0.996206045,0.215341091,0.863011122,11.06529641,13.13985467,11133.66147,,,
20,60,0.943753958,0.205178022,0.901564121,4.663644791,6.714140892,11072.26452,,,
