seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.95451808,0.213489056,1.094054937,1.878618002,4.140680075,14956.13216,,4.038737869,14771.29474
12,60,0.964637995,0.217988014,0.95005703,1.861453056,3.994136095,15436.60255,,,
13,60,0.971791983,0.178511143,0.953984022,1.850316048,3.954603195,15250.83291,,,
14,60,0.967167139,0.250516176,1.130428076,1.837240458,4.185351849,14609.7404,,,
15,60,0.964036703,0.182491064,1.000741959,1.828492165,3.97576189,14724.59654,,,
16,60,0.976559877,0.225971937,1.058303833,1.870439529,4.131275177,15339.60518,,,
17,60,0.938081026,0.219649076,1.031090975,1.822458029,4.011279106,13949.35985,,,
18,60,0.963721037,0.218017101,0.93916297,1.858579874,3.979480982,15151.56921,,,
19,60,0.970479012,0.189690113,1.067867041,1.798565865,4.02660203,14164.47115,,,
20,60,0.962147951,0.254802227,0.981056929,1.790201187,3.988208294,14130.03744,,,
