seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost
11,1,1.2772300243377686,0.3515200614929199,7.700920104980469e-05,2.284122943878174,3.912950038909912,12426.811877966764
11,2,1.0838449001312256,0.31024789810180664,1.981278896331787,3.5478854179382324,6.923257112503052,12241.246897907371
11,3,1.1066749095916748,0.36859798431396484,4.661159038543701,9.366270065307617,15.502701997756958,12076.864419434378
11,4,1.1037859916687012,0.35495805740356445,7.752928018569946,14.075504064559937,23.28717613220215,12027.643355336058
11,5,1.1580488681793213,0.3213808536529541,10.67588996887207,12.747317552566528,24.902637243270874,11983.16721254428
12,1,1.1187639236450195,0.38884615898132324,0.00040793418884277344,3.106320858001709,4.6143388748168945,12373.475791633822
12,2,1.0909569263458252,0.3790099620819092,2.182417154312134,5.90838098526001,9.560765027999878,12187.52842368629
12,3,1.0258362293243408,0.4004688262939453,4.857972860336304,11.704929113388062,17.98920702934265,12036.633039803626
12,4,1.0825998783111572,0.39285922050476074,7.806401014328003,10.523890972137451,19.805751085281372,12003.077353727618
12,5,1.0457310676574707,0.3755509853363037,11.451757907867432,8.065453052520752,20.938493013381958,12009.553915641793
13,1,1.040065050125122,0.35271191596984863,0.0003139972686767578,2.5845210552215576,3.977612018585205,12494.634431423812
13,2,1.0615599155426025,0.3032228946685791,1.9555869102478027,4.687784433364868,8.008154153823853,12281.128530553591
13,3,1.0361130237579346,0.3898787498474121,4.544466972351074,7.318016529083252,13.288475275039673,12160.346348730609
13,4,1.0417239665985107,0.30704617500305176,7.692185878753662,7.27834677696228,16.319302797317505,12109.809465622926
13,5,1.029358148574829,0.3376431465148926,11.089984655380249,15.34825086593628,27.80523681640625,12054.01568302275
14,1,1.1612129211425781,0.35442399978637695,0.0003190040588378906,2.1822941303253174,3.6982500553131104,12344.809084390723
14,2,1.1139020919799805,0.37143778800964355,2.2864151000976562,4.815083265304565,8.586838245391846,12106.529837638149
14,3,1.1283679008483887,0.3657808303833008,5.192501068115234,7.989425182342529,14.676074981689453,12055.363361209576
14,4,1.1021449565887451,0.37138915061950684,8.360751867294312,9.27348518371582,19.107771158218384,11954.361330270378
14,5,1.130648136138916,0.3798980712890625,12.112700939178467,11.178230047225952,24.801477193832397,11918.426894098053
15,1,1.0431108474731445,0.2915370464324951,0.00036406517028808594,2.873706102371216,4.2087180614471436,12294.97967855931
15,2,1.067312240600586,0.2639758586883545,2.0357861518859863,5.0430426597595215,8.410116910934448,12103.619850114559
15,3,1.0411217212677002,0.3100862503051758,4.488584041595459,6.2734410762786865,12.113233089447021,12012.906132972694
15,4,1.0735650062561035,0.3108408451080322,7.1880943775177,10.699301719665527,19.271801948547363,11925.661614671111
15,5,1.046548843383789,0.3433690071105957,10.853116035461426,10.065033197402954,22.308067083358765,11877.79227784527
16,1,1.056581974029541,0.3294260501861572,0.0003151893615722656,3.4735987186431885,4.859921932220459,12424.024136844402
16,2,1.0717082023620605,0.33313608169555664,2.069582223892212,5.971174478530884,9.445600986480713,12227.275498461875
16,3,1.0546951293945312,0.3852710723876953,4.977856159210205,16.898661613464355,23.316483974456787,12054.64789896055
16,4,1.0780351161956787,0.3611021041870117,7.582776069641113,17.275909662246704,26.297822952270508,12004.631174538948
16,5,1.1609680652618408,0.41488122940063477,11.738383054733276,19.54530167579651,32.85953402519226,11981.619409190476
17,1,1.1432487964630127,0.36727380752563477,0.00031876564025878906,3.0988028049468994,4.609644174575806,12361.998274948079
17,2,1.1002838611602783,0.3535280227661133,2.0684049129486084,6.965543031692505,10.487759828567505,12140.063855950933
17,3,1.0711681842803955,0.3921170234680176,4.98170018196106,6.683677434921265,13.128662824630737,12103.679579990385
17,4,1.1924970149993896,0.39464306831359863,8.477423906326294,18.99628496170044,29.06084895133972,11934.274537878713
17,5,1.1675100326538086,0.38192296028137207,12.46726393699646,13.583307027816772,27.600003957748413,11972.980801164673
18,1,1.0733749866485596,0.3449859619140625,0.00033211708068847656,2.7352118492126465,4.153904914855957,12515.774950282557
18,2,1.1497907638549805,0.3732001781463623,2.137554883956909,5.32731819152832,8.987864017486572,12310.597475722829
18,3,1.0966341495513916,0.36273789405822754,4.7950439453125,8.73538088798523,14.989796876907349,12213.619040753987
18,4,1.0974678993225098,0.3713560104370117,8.026241064071655,8.182648181915283,17.67771315574646,12178.539526579581
18,5,1.0922582149505615,0.3823580741882324,11.737458229064941,12.580355644226074,25.79243016242981,12073.19281099936
19,1,1.0875341892242432,0.3182966709136963,0.00036597251892089844,3.2052979469299316,4.611494779586792,12393.077567050621
19,2,1.0276732444763184,0.3653829097747803,2.152369976043701,5.917295932769775,9.462722063064575,12154.801291650734
19,3,1.0691661834716797,0.33461785316467285,5.013980865478516,8.94515323638916,15.362918138504028,12049.939468437005
19,4,1.0553710460662842,0.36591100692749023,7.904677867889404,19.175755262374878,28.501715183258057,11910.404881270255
19,5,1.0493810176849365,0.4144103527069092,13.698090076446533,20.793497562408447,35.955379009246826,11887.04057027684
20,1,1.118854284286499,0.3923659324645996,0.0004172325134277344,2.635810613632202,4.1474480628967285,12487.702737239635
20,2,1.1440320014953613,0.365772008895874,2.163641929626465,10.602321147918701,14.275767087936401,12149.134592492603
20,3,1.1216399669647217,0.37688207626342773,5.269787788391113,14.127980947494507,20.89629077911377,12056.821007380746
20,4,1.094944953918457,0.3534579277038574,8.196542024612427,16.640475034713745,26.285419940948486,12000.194648179864
20,5,1.0497562885284424,0.3397359848022461,12.326026916503906,18.227379083633423,31.942898273468018,11976.308593647193
