seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.961354017,0.209340334,0.931167364,8.908587456,11.01044917,11466.79445,,16.14562168,11307.31891
12,60,0.94563508,0.22516799,0.882171154,20.0638597,22.11683393,12123.22101,,,
13,60,0.934688091,0.194829226,0.862495899,20.95243692,22.94445014,12377.05417,,,
14,60,0.962541103,0.255277157,0.975141287,17.38191676,19.57487631,10847.90689,,,
15,60,0.958904982,0.19857192,0.881946087,13.33995295,15.37937593,11189.20639,,,
16,60,0.960356951,0.193732738,0.858511209,11.50254321,13.51514411,12013.41037,,,
17,60,1.012418032,0.155431032,0.939203024,7.086283922,9.19333601,10889.19029,,,
18,60,0.958930969,0.158824921,0.890553713,9.945656538,11.95396614,11197.58933,,,
19,60,0.992142677,0.231697798,0.987848997,11.6429224,13.85461187,10263.09941,,,
20,60,0.952605963,0.150645018,0.898980141,19.91094208,21.9131732,10705.71681,,,
