seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.960536718,0.259454966,1.046097279,4.390133142,6.656222105,11891.49463,,7.109270573,11554.39886
12,60,0.960880995,0.182101965,0.909697056,6.107857227,8.160537243,11794.0267,,,
13,60,0.971976995,0.236027241,0.898411036,4.965987682,7.072402954,11904.01393,,,
14,60,0.936325073,0.216856956,0.929831982,7.545594931,9.628608942,11304.15656,,,
15,60,0.938220978,0.165171862,0.908251047,5.574584007,7.586227894,11520.40358,,,
16,60,0.961694002,0.207181215,0.866700888,3.60307169,5.638647795,12173.28128,,,
17,60,0.955410957,0.219214201,0.875033855,4.703078985,6.752737999,11174.5388,,,
18,60,0.969116926,0.170851231,0.866329908,4.582204819,6.588502884,11694.86442,,,
19,60,0.938609362,0.234807014,1.033073187,4.458747387,6.66523695,11121.10757,,,
20,60,1.012685061,0.196234941,0.899832249,4.234828711,6.343580961,10966.10113,,,
