seed,x_axle,Greedy Time,final_calculation_time,Total Running time,Route Cost
11,1,40.55195760726929,0.007224082946777344,40.559181690216064,11582.250784555736
11,2,40.64859580993652,0.007257223129272461,40.655853033065796,11674.724116089914
11,3,40.056410789489746,0.007227182388305664,40.06363797187805,11747.743183288425
11,4,39.9194118976593,0.007189035415649414,39.92660093307495,11826.536336235327
11,5,39.93190097808838,0.007154226303100586,39.93905520439148,11884.799802353695
12,1,39.96746802330017,0.007188081741333008,39.974656105041504,11552.420106386004
12,2,39.872931718826294,0.007124900817871094,39.880056619644165,11655.320978220523
12,3,39.9534227848053,0.0071523189544677734,39.960575103759766,11740.72953019108
12,4,39.727988958358765,0.007155895233154297,39.73514485359192,11790.123098141588
12,5,39.92451310157776,0.007009029388427734,39.93152213096619,11848.530108718898
13,1,39.79700803756714,0.007122993469238281,39.80413103103638,11683.061899481843
13,2,39.84766936302185,0.007339000701904297,39.855008363723755,11772.765530578281
13,3,39.927162885665894,0.007158994674682617,39.934321880340576,11854.460332503508
13,4,40.002156019210815,0.007189035415649414,40.009345054626465,11912.259585387683
13,5,40.43963694572449,0.007185220718383789,40.44682216644287,11984.142782866398
14,1,40.076411962509155,0.007128000259399414,40.083539962768555,11474.474625910705
14,2,39.78418779373169,0.00724029541015625,39.791428089141846,11562.38136492454
14,3,39.81211614608765,0.007147789001464844,39.81926393508911,11641.28804732386
14,4,39.93314599990845,0.007174968719482422,39.94032096862793,11697.817990634328
14,5,40.00203275680542,0.0071790218353271484,40.00921177864075,11757.704250614901
15,1,39.8494770526886,0.0071260929107666016,39.856603145599365,11520.710591067216
15,2,39.90156602859497,0.0071299076080322266,39.908695936203,11610.921635594255
15,3,40.02770185470581,0.007184028625488281,40.0348858833313,11676.203184774407
15,4,39.986032009124756,0.007193088531494141,39.99322509765625,11730.693264511603
15,5,39.95638084411621,0.007204771041870117,39.96358561515808,11783.081707719062
16,1,40.087258100509644,0.0071947574615478516,40.09445285797119,11639.840529908139
16,2,39.85121488571167,0.007133007049560547,39.85834789276123,11724.39072665555
16,3,39.93045496940613,0.007203102111816406,39.937658071517944,11798.338190156284
16,4,40.8628511428833,0.0071790218353271484,40.87003016471863,11877.029098187944
16,5,39.92332887649536,0.007211208343505859,39.93054008483887,11941.564342087968
17,1,39.87152409553528,0.007135152816772461,39.87865924835205,11666.87382332696
17,2,40.377331018447876,0.007169008255004883,40.38450002670288,11752.261809078402
17,3,40.57596492767334,0.0072209835052490234,40.58318591117859,11835.309692250958
17,4,40.316230058670044,0.007205009460449219,40.32343506813049,11881.677248846501
17,5,40.27548003196716,0.0072519779205322266,40.282732009887695,11947.19641131483
18,1,40.0930700302124,0.0071980953216552734,40.10026812553406,11633.498125662389
18,2,39.94746422767639,0.007196903228759766,39.95466113090515,11733.15536892382
18,3,40.06368374824524,0.007220268249511719,40.07090401649475,11817.303266238021
18,4,39.9610960483551,0.007183074951171875,39.968279123306274,11886.044931158973
18,5,40.10004687309265,0.0072021484375,40.10724902153015,11953.706573876314
19,1,40.05035901069641,0.007160186767578125,40.05751919746399,11627.84816473394
19,2,40.092437982559204,0.007189750671386719,40.09962773323059,11712.942396503855
19,3,40.09442734718323,0.00718998908996582,40.10161733627319,11804.04388297744
19,4,40.271202087402344,0.007224082946777344,40.27842617034912,11856.003880937378
19,5,40.00717115402222,0.007252931594848633,40.014424085617065,11914.793859966061
20,1,40.0425591468811,0.0071909427642822266,40.049750089645386,11629.894460046653
20,2,41.19737911224365,0.007175922393798828,41.20455503463745,11701.662755734425
20,3,39.945603132247925,0.0071828365325927734,39.95278596878052,11793.789637263904
20,4,39.907901763916016,0.007158041000366211,39.91505980491638,11851.196713623833
20,5,40.4789879322052,0.007275104522705078,40.486263036727905,11910.775205499385
