seed,x_axle,Greedy Time,final_calculation_time,Total Running time,Route Cost
11,1,37.962977170944214,0.0066258907318115234,37.969603061676025,11582.250784555736
11,2,39.833444118499756,0.006577968597412109,39.84002208709717,11572.250341823861
11,3,39.03277277946472,0.006595134735107422,39.03936791419983,11566.363534272688
11,4,39.730353116989136,0.006657123565673828,39.73701024055481,11587.816122268017
11,5,38.436797857284546,0.007699251174926758,38.44449710845947,11569.490789049009
12,1,38.40660500526428,0.006562948226928711,38.41316795349121,11552.420106386004
12,2,38.370156049728394,0.006593942642211914,38.376749992370605,11566.928402381747
12,3,38.213563203811646,0.006531715393066406,38.22009491920471,11559.269297084158
12,4,38.337005853652954,0.006625175476074219,38.34363102912903,11560.432721893305
12,5,38.396353006362915,0.0065991878509521484,38.40295219421387,11560.657865017369
13,1,38.31196594238281,0.006541252136230469,38.31850719451904,11683.061899481843
13,2,38.396706104278564,0.006662845611572266,38.40336894989014,11694.89666794183
13,3,38.884012937545776,0.006580829620361328,38.89059376716614,11703.574857140793
13,4,38.412583351135254,0.006635904312133789,38.41921925544739,11693.981672473223
13,5,38.36524820327759,0.006563663482666016,38.371811866760254,11678.24818078217
14,1,38.54497790336609,0.006678104400634766,38.551656007766724,11474.474625910705
14,2,38.60316205024719,0.0066280364990234375,38.609790086746216,11469.502477853814
14,3,38.32707691192627,0.006566286087036133,38.333643198013306,11475.343429600072
14,4,38.37879204750061,0.006621837615966797,38.38541388511658,11484.448643422398
14,5,38.72720670700073,0.006602048873901367,38.733808755874634,11477.39543346521
15,1,38.61529088020325,0.0064640045166015625,38.62175488471985,11520.710591067216
15,2,39.37573504447937,0.006428241729736328,39.382163286209106,11520.864076913711
15,3,38.60092377662659,0.006606101989746094,38.60752987861633,11511.436378827077
15,4,38.35514712333679,0.006665945053100586,38.36181306838989,11503.467649523047
15,5,38.85090112686157,0.006711006164550781,38.85761213302612,11520.437716280732
16,1,39.15951728820801,0.006460905075073242,39.16597819328308,11639.840529908139
16,2,40.005125284194946,0.00656890869140625,40.01169419288635,11644.21485918179
16,3,38.29976177215576,0.006594181060791016,38.30635595321655,11645.14444942248
16,4,38.31556725502014,0.006582021713256836,38.3221492767334,11642.311545665365
16,5,38.303704023361206,0.006605863571166992,38.31030988693237,11637.619678514626
17,1,38.22646927833557,0.006554841995239258,38.23302412033081,11666.87382332696
17,2,38.324707984924316,0.006579875946044922,38.33128786087036,11669.269426071616
17,3,38.39144706726074,0.006649017333984375,38.39809608459473,11680.567451595045
17,4,38.31287598609924,0.006648063659667969,38.31952404975891,11673.921415227478
17,5,38.377132177352905,0.006567955017089844,38.383700132369995,11677.354624668329
18,1,38.45102095603943,0.006640911102294922,38.457661867141724,11633.498125662389
18,2,38.766117334365845,0.007167816162109375,38.773285150527954,11631.26330969055
18,3,38.32635188102722,0.006558895111083984,38.332910776138306,11625.45152545205
18,4,38.16510486602783,0.006564140319824219,38.171669006347656,11625.617040779343
18,5,38.20225191116333,0.0065958499908447266,38.208847761154175,11636.097011556732
19,1,38.27743363380432,0.0065991878509521484,38.28403282165527,11627.84816473394
19,2,38.334208965301514,0.006571054458618164,38.34078001976013,11626.44593354572
19,3,38.49351978302002,0.0066602230072021484,38.50018000602722,11633.544328128717
19,4,38.42217493057251,0.0066339969635009766,38.42880892753601,11620.856562467568
19,5,38.30243492126465,0.006551027297973633,38.30898594856262,11619.6859211863
20,1,38.43267822265625,0.006641864776611328,38.43932008743286,11629.894460046653
20,2,38.398411989212036,0.006567955017089844,38.404979944229126,11626.403181641565
20,3,38.30782127380371,0.006577014923095703,38.31439828872681,11622.478164472352
20,4,38.35951519012451,0.006619930267333984,38.366135120391846,11621.651312371201
20,5,38.475744009017944,0.006632328033447266,38.48237633705139,11641.969511515385
