seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.938216925,0.259814978,1.049708128,19.40890408,21.65664411,11569.05292,,16.60433607,11287.69345
12,60,0.966925859,0.180598974,0.911416769,19.18494558,21.24388719,11514.50222,,,
13,60,0.977141142,0.233525991,0.899025917,15.41940093,17.52909398,11616.82854,,,
14,60,0.94689703,0.213299036,0.93029809,17.658283,19.74877715,11051.2406,,,
15,60,0.938477039,0.169407129,0.912748814,11.71312809,13.73376107,11282.55219,,,
16,60,0.956223965,0.230344057,0.86613512,10.12571478,12.17841792,11868.76208,,,
17,60,0.956985235,0.18876791,0.872294188,11.00787878,13.02592611,10933.8499,,,
18,60,0.99273777,0.145842314,0.867055893,7.766860962,9.772496939,11527.48176,,,
19,60,0.9238801,0.232501984,1.031834126,20.32517076,22.51338696,10799.9816,,,
20,60,0.9635818,0.190757036,0.881737947,12.60489249,14.64096928,10712.68265,,,
