seed,x_axle,Greedy Time,final_calculation_time,Total Running time,Route Cost,,,
11,60,40.38678503,0.006530762,40.39331579,11950.47447,,37.93485973,10889.09474
12,60,37.4787178,0.006437063,37.48515487,11920.15766,,,
13,60,37.6041019,0.006536007,37.6106379,12028.57439,,,
14,60,37.59658861,0.00645113,37.60303974,8865.051525,,,
15,60,37.53063512,0.009204149,37.53983927,10972.77142,,,
16,60,37.6285131,0.006474972,37.63498807,11822.67525,,,
17,60,37.69389892,0.006501913,37.70040083,9775.774635,,,
18,60,37.81630993,0.006498098,37.82280803,10533.40679,,,
19,60,37.73345375,0.006575108,37.74002886,10628.86413,,,
20,60,37.81177211,0.006611824,37.81838393,10393.19711,,,
