seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,1.04254818,0.176476002,0.834969997,1.732903957,3.786898136,15742.91424,,3.826105809,15064.7645
12,60,1.033154964,0.224171162,0.880536795,1.693439007,3.831301928,15738.30632,,,
13,60,1.028872967,0.183441877,0.980864048,1.747632265,3.940811157,15939.27236,,,
14,60,1.028502941,0.195854664,0.947360992,1.719674349,3.891392946,14419.18354,,,
15,60,1.053906918,0.215223074,0.941592693,1.758681297,3.969403982,14949.06676,,,
16,60,1.059187889,0.158230066,0.865437984,1.732137918,3.814993858,16266.39537,,,
17,60,0.994314909,0.117472172,0.752565861,1.715883017,3.580235958,14197.89512,,,
18,60,1.058056831,0.16301918,0.897422075,1.688847065,3.807345152,15320.07193,,,
19,60,1.037897348,0.253806829,0.866299868,1.650393009,3.808397055,14226.82289,,,
20,60,0.992083073,0.246146679,0.913681984,1.678366184,3.83027792,13847.71645,,,
