seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.969431877,0.192588091,0.970569134,5.219666004,7.352255106,11571.39987,,7.384151649,11443.00732
12,60,0.940517902,0.161810875,0.776665211,7.099760056,8.978754044,11701.52237,,,
13,60,0.950353146,0.243191004,1.079247713,4.394239187,6.66703105,11676.12934,,,
14,60,0.984009981,0.11266017,0.777104139,6.734016895,8.607791185,11263.30574,,,
15,60,1.020017147,0.194091082,1.000393391,3.838510275,6.053011894,11504.80068,,,
16,60,0.954192162,0.175368071,0.914068937,4.605852842,6.649482012,11656.18977,,,
17,60,0.972975254,0.200471163,0.901796818,4.530612707,6.605855942,11146.29254,,,
18,60,0.991925955,0.232361078,0.906423092,4.954489946,7.085200071,11567.68682,,,
19,60,0.937522173,0.225203991,0.919179678,5.290730238,7.37263608,11138.55622,,,
20,60,0.946362972,0.221076965,0.888416052,6.413643122,8.469499111,11204.18984,,,
