seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,1.013947725,0.183462143,0.973268986,7.760512114,9.931190968,12519.52375,,16.85121055,10245.85989
12,60,0.892480135,0.19966197,0.952214003,18.2524581,20.2968142,11936.08991,,,
13,60,0.917430878,0.190701962,0.907852888,7.33632803,9.352313757,12691.55761,,,
14,60,0.898813009,0.228429079,0.951286077,17.86543274,19.94396091,6220.465521,,,
15,60,1.005264282,0.225863934,1.038829803,9.536513805,11.80647182,10145.94038,,,
16,60,0.928503752,0.150093079,0.970106125,10.81920314,12.86790609,11936.8666,,,
17,60,0.937644005,0.270034075,1.122051001,20.7279408,23.05766988,8270.108083,,,
18,60,0.985573053,0.19301486,0.941884041,13.1415031,15.26197505,9484.078773,,,
19,60,0.991966009,0.220792055,1.019671917,20.57481885,22.80724883,9643.08379,,,
20,60,0.910856962,0.209203959,1.056236982,21.01025605,23.18655396,9610.884466,,,
