seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,1.053957939,0.247884035,1.044737101,1.83513689,4.181715965,14754.37266,,4.094463038,14537.61946
12,60,1.114539146,0.170838118,0.980093002,1.96129775,4.226768017,15423.48053,,,
13,60,1.039773941,0.176018238,1.016363859,1.962642908,4.194798946,15818.4494,,,
14,60,0.978856087,0.251013756,0.983369827,1.823098183,4.036337852,13918.11204,,,
15,60,0.998816967,0.168881893,0.989688158,1.828465223,3.985852242,14459.86698,,,
16,60,0.972001791,0.271303177,0.985848904,1.875576973,4.104730844,15248.79944,,,
17,60,0.998764038,0.180181026,0.953355074,1.830091953,3.962392092,13957.95245,,,
18,60,0.99753809,0.224925756,0.999567747,1.853986502,4.076018095,14444.3752,,,
19,60,1.053488255,0.226054907,0.99357605,1.820230961,4.093350172,13425.54903,,,
20,60,1.022462368,0.218584061,0.985348225,1.856271505,4.082666159,13925.2369,,,
