seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.968862057,0.204025984,1.06230402,2.089976788,4.325168848,14453.93529,,4.241799378,14313.34298
12,60,1.016996861,0.134966135,0.957906008,2.096992016,4.206861019,14462.36766,,,
13,60,0.971890926,0.190642834,0.95242691,2.076982498,4.191943169,14462.98125,,,
14,60,0.968322039,0.207060099,1.027678013,2.020278931,4.223339081,14205.93912,,,
15,60,0.9750669,0.174160957,1.008090019,2.036850929,4.194168806,14232.59112,,,
16,60,0.972772121,0.219429016,0.961584091,2.072602034,4.226387262,14570.02199,,,
17,60,1.002873182,0.18453002,1.003868103,2.018844843,4.210116148,14068.28871,,,
18,60,0.991213799,0.203420162,1.097108126,2.085414886,4.377156973,14521.32453,,,
19,60,0.98227787,0.188480854,0.991765022,2.019063473,4.181587219,14008.77823,,,
20,60,0.968991995,0.232915163,1.022956848,2.056401253,4.281265259,14147.20191,,,
