seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,1.06265974,0.185400248,0.983329058,1.736726046,3.968115091,17258.31197,,3.826076365,13966.82018
12,60,0.893845081,0.198714018,0.943887949,1.620322943,3.656769991,16329.12077,,,
13,60,0.991071939,0.179644823,0.954439878,1.789912224,3.915068865,17568.26632,,,
14,60,0.980944872,0.214963198,0.970721006,1.625523567,3.792152643,8214.191553,,,
15,60,0.93393302,0.183059216,1.018787861,1.666623116,3.802403212,13790.41148,,,
16,60,0.932238102,0.124530792,0.913667202,1.680951834,3.65138793,16194.80355,,,
17,60,0.926752329,0.235452175,1.080605984,1.695153475,3.937963963,11153.29737,,,
18,60,1.010257959,0.218065977,0.902980089,1.672852993,3.804157019,12922.57096,,,
19,60,0.979345083,0.17427206,0.976415873,1.643821001,3.773854017,13118.05146,,,
20,60,1.011209965,0.190019846,1.075000048,1.682661057,3.958890915,13119.17634,,,
