seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.981637001,0.197390079,0.856014252,17.94073367,19.975775,11773.47905,,15.17715034,11341.75476
12,60,0.962582111,0.203593969,0.841411114,12.28714085,14.29472804,11918.61099,,,
13,60,0.97808814,0.177179813,0.971642017,6.32318902,8.450098991,11945.3388,,,
14,60,0.982319117,0.215191841,0.926653147,16.16006517,18.28422928,10912.48871,,,
15,60,0.946086884,0.21754694,0.93892312,9.17801404,11.28057098,11282.23172,,,
16,60,0.970923901,0.16900897,0.862799883,8.953357458,10.95609021,12203.65131,,,
17,60,0.922653913,0.144354105,0.748914003,17.86321902,19.67914104,10675.96505,,,
18,60,0.979140997,0.192298889,0.904068947,6.194813013,8.270321846,11627.43507,,,
19,60,0.960571289,0.27616787,0.854124784,20.42314625,22.51401019,10578.86088,,,
20,60,0.961424112,0.258278847,0.921140909,15.92569399,18.06653786,10499.48603,,,
