seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,1.023526192,0.276391029,0.978796721,4.846850872,7.125564814,12263.06805,,9.290204239,11151.61085
12,60,0.919187069,0.17465806,0.945391178,5.237501383,7.27673769,12297.3773,,,
13,60,0.934412003,0.133121014,0.902873993,10.00535393,11.97576094,12305.85376,,,
14,60,0.953022957,0.23131609,1.003942966,8.312790871,10.50107288,9027.392743,,,
15,60,0.933592796,0.183516026,0.934278011,3.798466206,5.849853039,11299.91528,,,
16,60,0.959055901,0.151957035,0.928314209,9.008368731,11.04769588,12101.48638,,,
17,60,0.925374269,0.216021061,0.995366096,5.521143675,7.657905102,10035.83622,,,
18,60,0.935317993,0.218813896,0.925557137,14.87807298,16.957762,10636.99598,,,
19,60,0.961524963,0.211307049,0.953258991,4.994359016,7.12045002,10900.26476,,,
20,60,0.941663027,0.149594307,0.955074072,5.342908621,7.389240026,10647.91804,,,
