seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.889729977,0.264540195,1.05802083,4.407361031,6.619652033,12922.04726,,7.521516705,10919.28405
12,60,0.932072878,0.169057131,0.901259661,4.448893309,6.451282978,12632.53089,,,
13,60,0.905620813,0.137778997,0.940848827,8.90401721,10.88826585,12911.14258,,,
14,60,0.949093103,0.219733,1.028664827,5.654407024,7.851897955,7306.176624,,,
15,60,0.901610136,0.191596985,0.986981869,3.683762074,5.763951063,10813.37355,,,
16,60,0.930544138,0.19169116,0.966176748,6.172219753,8.2606318,12437.03671,,,
17,60,0.950715303,0.22416091,0.992135763,4.687288046,6.854300022,9172.971447,,,
18,60,0.91719079,0.195142746,1.013756752,7.985743761,10.11183405,10228.69631,,,
19,60,0.921031952,0.27282095,0.962756872,4.282580376,6.439190149,10468.35343,,,
20,60,0.951519012,0.248023987,1.02975893,3.744859219,5.974161148,10300.51167,,,
