seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.928918839,0.191643,0.976276875,11.71788335,13.81472206,11302.61749,,14.93776979,11059.56774
12,60,1.019782066,0.170932055,0.99455595,10.72667384,12.91194391,11143.21508,,,
13,60,0.948521137,0.224798918,1.02809906,10.682446,12.88386512,11899.75448,,,
14,60,0.947710991,0.166756153,0.968709946,10.94626808,13.02944517,10054.4644,,,
15,60,0.959617138,0.22421813,1.05920887,17.49781775,19.74086189,11208.97172,,,
16,60,0.985546112,0.208737135,1.044498205,15.50345659,17.74223804,11651.39059,,,
17,60,0.942188025,0.19134903,0.974176884,6.895787954,9.003501892,11262.64416,,,
18,60,0.946621895,0.214751005,0.961684942,17.3362093,19.45926714,10930.38554,,,
19,60,0.942412138,0.176662922,0.97454381,14.2944169,16.38803577,10321.86416,,,
20,60,0.941595793,0.187999964,0.975282907,12.29893827,14.40381694,10820.36978,,,
