seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.940367222,0.239714861,1.061035872,10.78824091,13.02935886,11361.73527,,16.13692658,11196.88729
12,60,0.969851017,0.217215061,1.073089123,16.91727901,19.17743421,11868.78509,,,
13,60,0.963763952,0.172974825,0.942056179,12.65884113,14.73763609,12385.36036,,,
14,60,0.96737504,0.221115828,1.106236935,20.47155619,22.76628399,10747.0048,,,
15,60,0.926314831,0.210820198,0.914375067,12.48042679,14.53193688,10610.20934,,,
16,60,0.937423229,0.283459187,0.968647957,20.47799754,22.66752791,11213.5991,,,
17,60,0.922520876,0.195923328,0.958250999,9.903807878,11.98050308,11355.91458,,,
18,60,0.939649105,0.251175165,1.029600143,14.36730647,16.58773088,11034.47524,,,
19,60,0.959645987,0.199234009,1.005864859,14.01260519,16.17735004,10392.04743,,,
20,60,0.997206926,0.171903849,0.995285034,7.549108028,9.713503838,10999.74174,,,
