seed,x_axle,Greedy Time,final_calculation_time,Total Running time,Route Cost,,,
11,60,41.39180017,0.008577824,41.40037799,11217.09969,,41.17232811,11158.28182
12,60,41.42606688,0.007718086,41.43378496,11374.90464,,,
13,60,41.33505583,0.006996155,41.34205198,11578.27927,,,
14,60,40.70967197,0.007025242,40.71669722,11056.90295,,,
15,60,41.64373803,0.007012844,41.65075088,10990.03231,,,
16,60,41.24625587,0.007038116,41.25329399,11166.22238,,,
17,60,41.29079103,0.00692296,41.29771399,11215.15662,,,
18,60,40.94356418,0.0070889,40.95065308,11002.89527,,,
19,60,40.75181007,0.007144928,40.758955,10935.8707,,,
20,60,40.91159916,0.007402897,40.91900206,11045.45432,,,
