seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.958962917,0.198352337,1.068534851,4.026049137,6.251899242,11602.95924,,7.701440644,11513.95973
12,60,0.971132278,0.156929016,0.960381031,4.51466465,6.603106976,11709.37673,,,
13,60,0.922395229,0.211597919,0.962430954,4.748087883,6.844511986,11671.45402,,,
14,60,0.937965631,0.234931946,1.036045074,6.872691631,9.081634283,11421.81758,,,
15,60,0.943805218,0.200556755,1.024527073,6.104794979,8.273684025,11506.39292,,,
16,60,0.93769598,0.239964008,0.974285126,9.602607965,11.75455308,11612.04487,,,
17,60,0.972929716,0.185538054,1.016111135,6.529731035,8.70430994,11272.10381,,,
18,60,0.940136909,0.223904133,1.106184959,4.096249104,6.366475105,11642.34362,,,
19,60,0.934333086,0.212129116,0.983777046,4.243322611,6.373561859,11382.89367,,,
20,60,0.943665981,0.230474949,1.013542891,4.572986126,6.760669947,11318.21082,,,
