seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.934438944,0.228553772,0.95646286,1.896178722,4.015634298,14494.09917,,4.09537096,14360.3812
12,60,1.045777798,0.468852043,0.982547045,1.981688261,4.478865147,15133.10665,,,
13,60,0.954651833,0.191745043,0.916536808,2.016475439,4.079409122,15649.20165,,,
14,60,0.975756884,0.208860874,0.846393108,1.820545912,3.851556778,13893.55234,,,
15,60,0.976524115,0.199620962,0.967149019,2.043457031,4.186751127,13716.52863,,,
16,60,1.066905022,0.208818913,1.015616179,1.900523901,4.191864014,14652.5634,,,
17,60,0.967549086,0.263417959,0.846219063,1.936955929,4.014142036,14446.71967,,,
18,60,1.016895056,0.20815897,1.005542994,1.925817966,4.156414986,14068.62709,,,
19,60,0.991118193,0.145851851,0.998286963,1.811141968,3.946398973,13542.59923,,,
20,60,1.027077198,0.201774836,0.888072014,1.915749073,4.03267312,14006.81417,,,
