seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.911999941,0.224925756,0.860127926,18.96620131,20.96325493,11183.19562,,16.70936182,11178.68358
12,60,0.991818905,0.188627958,0.800628901,15.16463137,17.14570713,11598.72445,,,
13,60,0.98044014,0.166821003,0.956175089,11.74827576,13.85171199,11898.4615,,,
14,60,0.954035997,0.15655303,0.765281916,9.82565999,11.70153093,10952.17088,,,
15,60,0.987052917,0.175977945,0.92355299,18.02805328,20.11463714,11026.06882,,,
16,60,0.985044003,0.169507027,0.899023056,13.20098591,15.25455999,11646.79959,,,
17,60,1.02092123,0.206570864,0.916087866,19.641572,21.78515196,10885.42902,,,
18,60,1.012130976,0.203619719,0.960681915,15.12829041,17.30472302,11152.01164,,,
19,60,0.986746073,0.169111967,0.890365839,8.448293209,10.49451709,10630.3487,,,
20,60,0.948521852,0.203099966,0.946692705,16.37950945,18.47782397,10813.62557,,,
