seed,x_axle,Greedy Time,final_calculation_time,Total Running time,Route Cost,,,
11,60,41.03509784,0.007056952,41.04215479,11677.0835,,41.35667002,11338.87589
12,60,41.35299087,0.007028103,41.36001897,11626.12829,,,
13,60,41.39516068,0.007001162,41.40216184,11644.99024,,,
14,60,41.52675986,0.007102966,41.53386283,11151.43232,,,
15,60,41.04913712,0.007084846,41.05622196,11292.22155,,,
16,60,40.8988719,0.007050991,40.90592289,11889.21687,,,
17,60,41.01135206,0.007036924,41.01838899,10970.37975,,,
18,60,40.92492795,0.006996155,40.9319241,11495.46063,,,
19,60,41.17951298,0.007050991,41.18656397,10926.89836,,,
20,60,43.12074184,0.008738041,43.12947989,10714.94736,,,
