seed,x_axle,Greedy Time,final_calculation_time,Total Running time,Route Cost,,,
11,60,41.36162376,0.006936073,41.36855984,11384.5313,,41.16060004,11287.74485
12,60,41.58133793,0.006999969,41.5883379,11861.11668,,,
13,60,41.22053885,0.007055998,41.22759485,12228.63546,,,
14,60,41.22706509,0.007141829,41.23420691,10909.79503,,,
15,60,40.77371407,0.006854773,40.78056884,11224.28318,,,
16,60,40.88357019,0.006979942,40.89055014,11788.82913,,,
17,60,41.35746574,0.007007122,41.36447287,10926.61241,,,
18,60,40.90354204,0.007026911,40.91056895,11220.86739,,,
19,60,41.19160986,0.007129192,41.19873905,10449.50683,,,
20,60,41.03532696,0.007074118,41.04240108,10883.27108,,,
