seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.962924004,0.223225117,0.754160881,4.531757832,6.472067833,12015.00419,,6.909751654,11733.13333
12,60,0.948491812,0.250471115,0.906195879,5.597551107,7.702709913,12552.58824,,,
13,60,0.946075916,0.201334,0.807918072,4.112019777,6.067347765,12282.46891,,,
14,60,0.989755154,0.221014023,0.93234086,4.555185795,6.698295832,11621.95792,,,
15,60,0.926928759,0.215960026,0.961839914,3.690199137,5.794927835,11737.88346,,,
16,60,0.941518784,0.203112841,0.966778278,4.427787066,6.539196968,12287.01671,,,
17,60,0.959339857,0.23560977,0.98634696,3.811927319,5.993223906,10883.53181,,,
18,60,0.94304204,0.24315691,0.866612911,4.56436944,6.617181301,12048.21606,,,
19,60,0.944495916,0.194308043,0.906479836,6.324412346,8.36969614,10909.32475,,,
20,60,1.021290064,0.197020054,0.867590904,6.756968021,8.842869043,10993.34129,,,
