seed,x_axle,Greedy Time,final_calculation_time,Total Running time,Route Cost,,,
11,60,41.35574818,0.006902933,41.36265111,11310.54039,,41.52159264,11153.19625
12,60,41.52856898,0.006992817,41.5355618,11107.5124,,,
13,60,41.47282481,0.009011269,41.48183608,11573.28902,,,
14,60,41.45896912,0.008811951,41.46778107,10684.90513,,,
15,60,41.71028376,0.008128881,41.71841264,11326.34611,,,
16,60,41.25822425,0.015966892,41.27419114,11502.24973,,,
17,60,41.2728641,0.007210016,41.28007412,11169.68267,,,
18,60,41.54434204,0.007799625,41.55214167,11045.9685,,,
19,60,41.70844197,0.007012844,41.71545482,10801.46668,,,
20,60,41.82060695,0.007215023,41.82782197,11010.00186,,,
