seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.95507884,0.229471445,0.865261078,3.947172642,5.996984005,11687.70394,,7.269143796,11537.52938
12,60,0.966378927,0.182657003,0.806472778,5.607657433,7.563166142,11800.44806,,,
13,60,0.97515893,0.239984989,0.906319857,3.86482811,5.986291885,11803.68393,,,
14,60,0.948900938,0.191716194,0.864835978,4.642349005,6.647802114,11516.32578,,,
15,60,0.926389933,0.223834038,0.915347099,5.780256987,7.845828056,11497.47555,,,
16,60,0.969825029,0.176092386,0.786505938,5.414226532,7.346649885,11776.14074,,,
17,60,0.927701712,0.206299067,0.984196901,3.121362209,5.239559889,11357.80138,,,
18,60,0.958307266,0.200953722,0.823641062,6.117678881,8.100580931,11784.14088,,,
19,60,0.981145859,0.222663164,0.895856857,3.612203121,5.711869001,11138.536,,,
20,60,0.974012852,0.175623894,0.841422081,10.26164722,12.25270605,11013.03755,,,
