seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.981066942,0.203308105,0.855319023,1.920893669,3.96058774,14688.89745,,3.954502368,14564.99611
12,60,1.016850948,0.164126873,0.783162832,1.960785389,3.924926043,15063.89068,,,
13,60,1.024434805,0.218986034,0.883785963,1.940298319,4.067505121,14825.79249,,,
14,60,0.988502026,0.172342777,0.852170944,1.885368109,3.898383856,14486.11702,,,
15,60,0.989602089,0.200765848,0.907225847,1.890198231,3.987792015,14594.0156,,,
16,60,0.994945049,0.179333925,0.775915146,1.92754674,3.87774086,14921.4283,,,
17,60,0.990577936,0.183508158,0.987319946,1.865975142,4.027381182,14042.17076,,,
18,60,1.012135983,0.176882982,0.81827116,1.930109978,3.937400103,14951.97547,,,
19,60,1.038670063,0.200351954,0.88276124,1.866189718,3.987972975,14060.33661,,,
20,60,1.032687187,0.152374983,0.817294836,1.87297678,3.875333786,14015.33676,,,
