seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,1.115656853,0.188984156,1.032073259,2.20709753,4.543811798,14696.02963,,4.408645654,14085.26227
12,60,1.160240889,0.241161108,1.061806202,2.117883921,4.581092119,14869.06096,,,
13,60,0.975791216,0.196606159,1.072274923,2.457435608,4.702107906,14908.12325,,,
14,60,1.250816107,0.316898823,0.965275764,1.940989017,4.473979712,12703.28881,,,
15,60,1.016724825,0.206458807,1.03080821,2.074657202,4.328649044,14144.36131,,,
16,60,1.003187895,0.210463047,1.037142038,2.155050039,4.405843019,14638.59391,,,
17,60,0.98336792,0.232658863,0.967300177,2.000965834,4.184292793,13355.84315,,,
18,60,0.980122089,0.160136223,1.000071049,2.012597561,4.152926922,13900.23123,,,
19,60,1.016232967,0.208471775,1.027208805,2.0329597,4.284873247,13919.85657,,,
20,60,1.026385069,0.226309061,1.056087017,2.120098829,4.428879976,13717.23382,,,
