seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.927059889,0.17740798,0.942907333,11.38603711,13.43341231,11335.75435,,16.16756482,11060.26287
12,60,0.908347845,0.213370085,0.942480803,9.285007238,11.34920597,12157.52824,,,
13,60,0.958068132,0.181653023,0.98514986,10.46514487,12.59001589,12799.31965,,,
14,60,0.922225952,0.237818003,0.941189051,17.13467598,19.23590899,10403.69922,,,
15,60,0.938693047,0.216488123,1.099481821,17.47704315,19.73170614,10170.92274,,,
16,60,0.962403059,0.138113022,0.919819832,7.948683023,9.969018936,11214.62578,,,
17,60,0.980398178,0.251688957,1.047288179,18.86821175,21.14758706,11140.20176,,,
18,60,0.932776928,0.241688728,1.040919065,12.26230216,14.47768688,10826.92554,,,
19,60,0.983252048,0.198837042,0.898550034,18.74744487,20.82808399,9750.219827,,,
20,60,0.939406157,0.241391897,0.971911192,16.7603128,18.91302204,10803.43161,,,
