seed,x_axle,Greedy Time,final_calculation_time,Total Running time,Route Cost,,,
11,60,41.93834805,0.006695986,41.94504404,11364.74469,,39.60258181,10740.66575
12,60,38.93619514,0.006724834,38.94291997,10931.85747,,,
13,60,38.87151408,0.006870031,38.87838411,12311.15214,,,
14,60,38.92540598,0.006865025,38.932271,8674.905257,,,
15,60,39.26983309,0.006716967,39.27655005,10923.82507,,,
16,60,39.39178014,0.006700754,39.39848089,11796.9071,,,
17,60,39.57941604,0.006790876,39.58620691,10937.12679,,,
18,60,39.51459408,0.006829023,39.5214231,10466.93766,,,
19,60,39.593153,0.006978035,39.60013103,9441.955237,,,
20,60,39.93756509,0.006841898,39.94440699,10557.24609,,,
