seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.941195011,0.20763588,0.84629488,6.581459284,8.576585054,11340.68751,,7.642221236,11330.86196
12,60,0.939459085,0.190777063,0.892357826,4.566647053,6.589241028,11635.47108,,,
13,60,0.942131281,0.196624041,0.921139002,6.066957951,8.126852274,11704.97713,,,
14,60,0.922770977,0.204603195,0.860531092,3.932418585,5.920323849,11296.41123,,,
15,60,1.008090258,0.202461004,0.962557077,6.443964481,8.617072821,11180.57515,,,
16,60,0.96070385,0.259478092,0.835212708,6.372680426,8.428075075,11284.30041,,,
17,60,0.950132132,0.223133087,1.114908934,5.952381849,8.240556002,11417.43852,,,
18,60,0.933097124,0.140434027,0.774483919,6.294188976,8.142204046,11141.73406,,,
19,60,0.925898075,0.209486961,0.908237934,4.542640209,6.58626318,11118.03497,,,
20,60,0.962496996,0.215025902,0.820494175,5.197021961,7.195039034,11188.98955,,,
