seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.987045765,0.219031096,0.98810482,2.047855139,4.242036819,15472.04481,,4.090642476,14020.69369
12,60,1.000425816,0.15960598,0.941982031,1.90054822,4.002562046,15437.68456,,,
13,60,1.025696039,0.114588737,0.942447186,2.212102413,4.294834375,15751.92571,,,
14,60,1.036260843,0.237791061,1.010783911,1.738157034,4.022992849,11275.34247,,,
15,60,1.079937935,0.168562889,0.941539049,1.876309872,4.066349745,14099.55949,,,
16,60,1.070702076,0.182223797,0.963867188,1.981889963,4.198683023,15171.60287,,,
17,60,0.97802496,0.226103067,0.991770029,1.833704948,4.029603004,12590.44097,,,
18,60,0.986794949,0.182078838,0.935853004,1.853793144,3.958519936,13441.49891,,,
19,60,0.977557898,0.187921047,0.953413248,1.894383907,4.0132761,13617.61036,,,
20,60,1.02493,0.152774811,0.954209089,1.945652962,4.077566862,13349.22676,,,
