seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.997932196,0.19569397,0.841958761,1.932115078,3.967700005,16030.44733,,3.973737383,14115.48431
12,60,1.031003952,0.221161842,1.027000904,1.811355114,4.090521812,16168.50879,,,
13,60,0.969206095,0.148118973,0.823651075,2.078675747,4.01965189,16416.71937,,,
14,60,1.011572123,0.153390884,1.002619267,1.708770752,3.876353025,10170.54745,,,
15,60,1.050381899,0.210127831,1.041893721,1.807294369,4.109697819,14117.50794,,,
16,60,0.974987745,0.201157093,0.86541605,1.85861516,3.900176048,15838.20184,,,
17,60,1.014775038,0.171059132,0.862257004,1.760725021,3.808816195,12100.23098,,,
18,60,1.064877033,0.237103701,0.877222776,1.793901682,3.973105192,13416.39586,,,
19,60,1.075772047,0.245913982,0.893465996,1.804181814,4.019333839,13665.90277,,,
20,60,1.008716822,0.19167304,0.890307188,1.881320953,3.972018003,13230.38077,,,
