seed,x_axle,Greedy Time,final_calculation_time,Total Running time,Route Cost,,,,,,,,
15,60,40.56475401,0.00661397,40.57136798,10790.22692,,,,,,,,
15,90,39.687819,0.008261204,39.69608021,10701.80908,,,,,,,,
15,120,39.2878511,0.008189917,39.29604101,10598.84724,,,,,,,,
16,3,41.19376469,0.006895065,41.20065975,12091.20927,,,,,,,,
16,9,41.17927623,0.006423712,41.18569994,12112.89483,,,,,,,,
16,15,40.18624926,0.006911993,40.19316125,12109.25539,,,,,,,,
16,21,40.83324909,0.00801301,40.8412621,12092.48701,,,,,,,,
16,27,40.902004,0.00667882,40.90868282,12063.94608,,,,,,,,
16,30,40.15186405,0.006636858,40.15850091,12165.27028,,,,,,,,
16,45,40.00731897,0.006971121,40.01429009,12015.70943,,,,,,,,
16,60,40.65262294,0.008590937,40.66121387,12046.24971,,,,,,,,
16,90,40.31739712,0.009514809,40.32691193,11958.51725,,,,,,,,
16,120,39.68628359,0.006605148,39.69288874,11878.31222,,,,,,,,
17,3,41.66832304,0.006768942,41.67509198,9470.934857,,,,,,,,
17,9,42.07326412,0.006562948,42.07982707,9496.438857,,,,,,,,
17,15,40.65830708,0.007153988,40.66546106,9493.736253,,,,,,,,
17,21,40.503829,0.008553982,40.51238298,9462.290392,,,,,,,,
17,27,40.26033783,0.006511211,40.26684904,9455.391796,,,,,,,,
17,30,40.78983235,0.008088827,40.79792118,9483.241228,,,,,,,,
17,45,40.66398811,0.008877039,40.67286515,9407.756019,,,,,,,,
17,60,40.40897989,0.006644964,40.41562486,9361.656706,,,,,,,,
17,90,39.76708698,0.007501125,39.77458811,9310.862677,,,,,,,,
17,120,39.67105222,0.00643301,39.67748523,9249.329455,,,,,,,,
18,3,41.12534714,0.006616116,41.13196325,10402.80021,,,,,,,,
18,9,40.95167899,0.006549835,40.95822883,10446.80717,,,,,,,,
18,15,40.3224659,0.007054806,40.3295207,10455.2707,,,,,,,,
18,21,39.9264729,0.00675416,39.93322706,10457.64241,,,,,,,,
18,27,40.75229812,0.007965088,40.7602632,10415.68575,,,,,,,,
18,30,39.8179729,0.006947041,39.82491994,10451.98813,,,,,,,,
18,45,39.76337314,0.006677866,39.770051,10347.34338,,,,,,,,
18,60,40.20823193,0.006865025,40.21509695,10305.04155,,,,,,,,
18,90,39.33464289,0.006524801,39.34116769,10216.36918,,,,,,,,
18,120,39.14710879,0.006527901,39.15363669,10209.23009,,,,,,,,
19,3,41.92258883,0.007234097,41.92982292,10582.93983,,,,,,,,
19,9,40.4372921,0.00678277,40.44407487,10600.4475,,,,,,,,
19,15,41.06956697,0.006641865,41.07620883,10589.44841,,,,,,,,
19,21,40.25584817,0.00754571,40.26339388,10580.91788,,,,,,,,
19,27,40.00595117,0.006884813,40.01283598,10585.01294,,,,,,,,
19,30,39.7311151,0.006680965,39.73779607,10513.98277,,,,,,,,
19,45,39.6054399,0.006463289,39.61190319,10528.82424,,,,,,,,
19,60,40.75573206,0.006734133,40.76246619,10461.44454,,,,,,,,
19,90,40.07952785,0.006779909,40.08630776,10386.11584,,,,,,,,
19,120,39.95156908,0.006646156,39.95821524,10324.37587,,,,,,,,
20,3,41.69029713,0.006739855,41.69703698,10297.3386,,,,,,,,
20,9,40.47246695,0.007600069,40.48006701,10335.62799,,,,,,,,
20,15,39.91470003,0.006848812,39.92154884,10376.71005,,,,,,,,
20,21,39.73782206,0.006894827,39.74471688,10339.75024,,,,,,,,
20,27,39.65724325,0.006641865,39.66388512,10336.88816,,,,,,,,
20,30,39.29799223,0.006910801,39.30490303,10269.50716,,,,,,,,
20,45,39.34892106,0.006680727,39.35560179,10264.55946,,,,,,,,
20,60,38.98868132,0.006723642,38.99540496,10178.5508,,,,,,,,
20,90,38.41546512,0.006583929,38.42204905,10093.7166,,,,,,,,
20,120,37.95942616,0.006537914,37.96596408,10021.97226,,,,,,,,
21,3,40.779495,0.006691933,40.78618693,10595.68711,,,,,,,,
21,9,38.74159718,0.006515026,38.7481122,10636.79489,,,,,,,,
21,15,39.09377408,0.006897926,39.10067201,10664.73982,,,,,,,,
21,21,39.56585693,0.0067029,39.57255983,10631.76714,,,,,,,,
21,27,39.53651094,0.006690025,39.54320097,10618.31816,,,,,,,,
21,30,39.05064225,0.006472826,39.05711508,10578.71514,,,,,,,,
21,45,38.68659592,0.006572247,38.69316816,10522.02985,,,,,,,,
21,60,38.4709928,0.006607294,38.4776001,10505.9829,,,,,,,,
21,90,38.39149308,0.006624699,38.39811778,10392.48697,,,,,,,,
21,120,38.05511808,0.006502151,38.06162024,10286.47186,,,,,,,,
22,3,40.32468772,0.006725073,40.33141279,11014.97222,,,,,,,,
22,9,39.22913384,0.006793976,39.23592782,11050.97333,,,,,,,,
22,15,39.00726295,0.006669044,39.01393199,11059.38689,,,,,,,,
22,21,38.76361799,0.006656885,38.77027488,11038.77636,,,,,,,,
22,27,38.68711972,0.006651163,38.69377089,11044.39222,,,,,,,,
22,30,38.71536279,0.006782293,38.72214508,10992.46695,,,,,,,,
22,45,38.27839398,0.006668091,38.28506207,10984.43739,,,,,,,,
22,60,38.14195299,0.006524801,38.14847779,10882.93809,,,,,,,,
22,90,38.03824711,0.006574154,38.04482126,10809.62932,,,,,,,,
22,120,37.73004889,0.00654912,37.73659801,10738.07286,,,,,,,,
23,3,39.59096289,0.006569862,39.59753275,10880.43412,,,,,,,,
23,9,38.83637118,0.006797791,38.84316897,10905.56181,,,,,,,,
23,15,38.711797,0.006508827,38.71830583,10893.23752,,,,,,,,
23,21,38.56491804,0.006521702,38.57143974,10885.75529,,,,,,,,
23,27,38.57447505,0.006891012,38.58136606,10831.19575,,,,,,,,
23,30,38.52460074,0.006500244,38.53110099,10838.05731,,,,,,,,
23,45,38.50868464,0.006679058,38.51536369,10802.43692,,,,,,,,
23,60,38.43603611,0.006720066,38.44275618,10731.85022,,,,,,,,
23,90,37.97176504,0.006595135,37.97836018,10658.8162,,,,,,,,
23,120,37.79447079,0.006546974,37.80101776,10591.59078,,,,,,,,
24,3,39.90397,0.00675416,39.91072416,9610.161354,,,,,,,,
24,9,38.80450392,0.006702185,38.8112061,9655.121625,,,,,,,,
24,15,38.75354981,0.006505966,38.76005578,9667.421805,,,,,,,,
24,21,38.78781486,0.006714821,38.79452968,9639.348955,,,,,,,,
24,27,38.57759786,0.006705999,38.58430386,9628.687463,,,,,,,,
24,30,38.437078,0.006502867,38.44358087,9620.756196,,,,,,,,
24,45,38.26726913,0.006651878,38.27392101,9617.594776,,,,,,,,
24,60,38.14199495,0.006595135,38.14859009,9533.237991,,,,,,,,
24,90,38.20803881,0.006567001,38.21460581,9461.006086,,,,,,,,
24,120,38.14111781,0.006545067,38.14766288,9357.808407,,,,,,,,
25,3,40.25354075,0.006870031,40.26041079,10140.44367,,,,,,,,
25,9,39.70319796,0.006666899,39.70986485,10156.8818,,,,,,,,
25,15,39.08101606,0.006697178,39.08771324,10160.92058,,,,,,,,
25,21,38.81629491,0.006679058,38.82297397,10147.84008,,,,,,,,
25,27,38.86233592,0.00682497,38.86916089,10128.75571,,,,,,,,
25,30,38.73697209,0.006694078,38.74366617,10158.32402,,,,,,,,
25,45,38.61558104,0.006757021,38.62233806,10132.30773,,,,,,,,
25,60,38.47882891,0.006644011,38.48547292,10099.37558,,,,,,,,
25,90,38.24876428,0.00647974,38.25524402,10039.7103,,,,,,,,
25,120,38.01402521,0.006536007,38.02056122,9989.06304,,,,,,,,
26,3,40.15020895,0.006776094,40.15698504,10053.9413,,,,,,,,
26,9,39.09184623,0.006709099,39.09855533,10068.23832,,,,,,,,
26,15,38.85764599,0.006695986,38.86434197,10076.48463,,,,,,,,
26,21,38.91812205,0.006661177,38.92478323,10042.27456,,,,,,,,
26,27,38.83448911,0.006672859,38.84116197,10024.6209,,,,,,,,
26,30,38.68765092,0.006514072,38.69416499,10049.32432,,,,,,,,
26,45,38.58232903,0.006745815,38.58907485,9948.491892,,,,,,,,
26,60,38.35523915,0.006664038,38.36190319,9850.998414,,,,,,,,
26,90,37.97282481,0.006640196,37.97946501,9766.992971,,,,,,,,
26,120,37.92247987,0.006526947,37.92900681,9733.194428,,,,,,,,
27,3,40.0006671,0.006879091,40.00754619,12330.6758,,,,,,,,
27,9,39.13377523,0.006683826,39.14045906,12392.52194,,,,,,,,
27,15,38.88730001,0.006848097,38.89414811,12395.10257,,,,,,,,
27,21,38.79460502,0.006514072,38.80111909,12344.8727,,,,,,,,
27,27,38.87847304,0.006694078,38.88516712,12335.0691,,,,,,,,
27,30,38.64735389,0.006680012,38.6540339,12319.80389,,,,,,,,
27,45,38.63276267,0.00667429,38.63943696,12272.53321,,,,,,,,
27,60,38.58268404,0.006651163,38.5893352,12266.93513,,,,,,,,
27,90,38.27113485,0.00666213,38.27779698,12132.44334,,,,,,,,
27,120,38.15393686,0.006543875,38.16048074,12071.24112,,,,,,,,
28,3,40.3469162,0.006766796,40.35368299,12154.437,,,,,,,,
28,9,39.46997118,0.006747007,39.47671819,12181.54352,,,,,,,,
28,15,39.26351309,0.00671196,39.27022505,12214.35741,,,,,,,,
28,21,39.15814924,0.00681591,39.16496515,12171.28833,,,,,,,,
28,27,39.09354806,0.006705999,39.10025406,12142.87547,,,,,,,,
28,30,38.96654201,0.006644964,38.97318697,12136.00537,,,,,,,,
28,45,38.95580316,0.006700754,38.96250391,12049.62397,,,,,,,,
28,60,38.72511697,0.006637096,38.73175406,11991.95275,,,,,,,,
28,90,38.4066329,0.006650209,38.41328311,11883.75859,,,,,,,,
28,120,38.27378511,0.006519079,38.28030419,11797.5054,,,,,,,,
29,3,40.44604874,0.006774902,40.45282364,8028.05793,,,,,,,,
29,9,39.41915798,0.006846905,39.42600489,8057.631531,,,,,,,,
29,15,39.39570618,0.006810904,39.40251708,8060.135051,,,,,,,,
29,21,39.14470124,0.006688118,39.15138936,8056.567599,,,,,,,,
29,27,39.02088308,0.006707907,39.02759099,8052.607896,,,,,,,,
29,30,38.94032001,0.006675959,38.94699597,8014.663711,,,,,,,,
29,45,38.94956994,0.006682873,38.95625281,8009.422311,,,,,,,,
29,60,38.73780417,0.006650925,38.7444551,7963.567059,,,,,,,,
29,90,38.50637794,0.006652832,38.51303077,7905.234618,,,,,,,,
29,120,38.19295907,0.006536245,38.19949532,7843.557867,,,,,,,,
30,3,40.15416789,0.006733894,40.16090178,10154.78107,,,,,,,,
30,9,39.38873291,0.006587982,39.39532089,10179.12231,,,,,,,,
30,15,39.1512239,0.006903172,39.15812707,10166.88151,,,,,,,,
30,21,38.97407603,0.006718159,38.98079419,10169.98866,,,,,,,,
30,27,39.07610989,0.006781101,39.08289099,10142.61006,,,,,,,,
30,30,38.82148695,0.006688118,38.82817507,10150.28511,,,,,,,,
30,45,38.74586415,0.006789684,38.75265384,10089.62188,,,,,,,,
30,60,38.54790592,0.006661892,38.55456781,10050.6568,,,,,,,,
30,90,38.16234994,0.006642103,38.16899204,9986.145369,,,,,,,,
30,120,37.98738718,0.006496906,37.99388409,9921.364903,,,,,,,,
31,3,40.11517715,0.006715059,40.12189221,9596.786367,,,,,,,,
31,9,39.26075506,0.006707907,39.26746297,9625.78289,,,,,,,,
31,15,39.47231483,0.006809235,39.47912407,9638.595514,,,,,,,,
31,21,39.05632591,0.006713152,39.06303906,9616.027925,,,,,,,,
31,27,38.98958516,0.006690741,38.9962759,9581.215704,,,,,,,,
31,30,38.9886272,0.006677866,38.99530506,9586.39214,,,,,,,,
31,45,38.90366387,0.006716967,38.91038084,9520.623559,,,,,,,,
31,60,38.5512569,0.006667137,38.55792403,9479.10934,,,,,,,,
31,90,38.31199622,0.006637812,38.31863403,9381.24535,,,,,,,,
31,120,38.34100771,0.00654912,38.34755683,9325.444472,,,,,,,,
32,3,40.23073173,0.006792307,40.23752403,10763.71318,,,,,,,,
32,9,39.51773906,0.006846905,39.52458596,10797.04178,,,,,,,,
32,15,39.40792799,0.006692171,39.41462016,10814.03431,,,,,,,,
32,21,39.27087569,0.006697178,39.27757287,10813.26907,,,,,,,,
32,27,39.04799104,0.006704807,39.05469584,10785.19297,,,,,,,,
32,30,39.26619887,0.006676197,39.27287507,10743.15127,,,,,,,,
32,45,39.07223487,0.00667119,39.07890606,10724.39463,,,,,,,,
32,60,38.65755296,0.006749868,38.66430283,10621.38981,,,,,,,,
32,90,38.34051204,0.006658792,38.34717083,10583.25021,,,,,,,,
32,120,38.269099,0.006507874,38.27560687,10490.76631,,,,,,,,
33,3,40.28700614,0.006733894,40.29374003,9274.585079,,,,,,,,
33,9,39.54470992,0.006688833,39.55139875,9302.343052,,,,,,,,
33,15,39.22138286,0.006717205,39.22810006,9300.514042,,,,,,,,
33,21,39.49281001,0.006813049,39.49962306,9265.107515,,,,,,,,
33,27,39.18288398,0.006730795,39.18961477,9246.154568,,,,,,,,
33,30,39.15604186,0.006731987,39.16277385,9220.244611,,,,,,,,
33,45,38.92277908,0.006681204,38.92946029,9191.865473,,,,,,,,
33,60,38.68942094,0.00662303,38.69604397,9177.996456,,,,,,,,
33,90,38.41287398,0.006623983,38.41949797,9074.438575,,,,,,,,
33,120,38.29523206,0.006504774,38.30173683,9006.271476,,,,,,,,
34,3,40.25282979,0.006771088,40.25960088,8843.105242,,,,,,,,
34,9,39.27373815,0.006743908,39.28048205,8888.30622,,,,,,,,
34,15,39.37582898,0.006547928,39.38237691,8878.117271,,,,,,,,
34,21,39.08657789,0.00668788,39.09326577,8855.427154,,,,,,,,
34,27,38.90500617,0.006650925,38.91165709,8851.954427,,,,,,,,
34,30,38.8226099,0.006537914,38.82914782,8855.272432,,,,,,,,
34,45,38.89481688,0.006706238,38.90152311,8797.152772,,,,,,,,
34,60,38.50314307,0.006675959,38.50981903,8768.048709,,,,,,,,
34,90,38.47365594,0.006648779,38.48030472,8714.593184,,,,,,,,
34,120,38.33283806,0.006580114,38.33941817,8624.405293,,,,,,,,
35,3,40.32044125,0.006760836,40.32720208,11794.62628,,,,,,,,
35,9,39.45165491,0.00664711,39.45830202,11840.91894,,,,,,,,
35,15,39.31333303,0.006705999,39.32003903,11801.39266,,,,,,,,
35,21,39.21895599,0.0067029,39.22565889,11745.98156,,,,,,,,
35,27,39.33186078,0.006864071,39.33872485,11728.35215,,,,,,,,
35,30,39.02263403,0.006706953,39.02934098,11712.63534,,,,,,,,
35,45,38.92693925,0.006710052,38.9336493,11612.98507,,,,,,,,
35,60,38.70297289,0.006642103,38.70961499,11623.08804,,,,,,,,
35,90,38.451684,0.006567001,38.458251,11497.37218,,,,,,,,
35,120,38.31061316,0.006607771,38.31722093,11411.52169,,,,,,,,
36,3,40.30730319,0.006821871,40.31412506,10790.90382,,,,,,,,
36,9,39.58531499,0.00672698,39.59204197,10840.51857,,,,,,,,
36,15,39.25582266,0.006701231,39.26252389,10835.51711,,,,,,,,
36,21,39.47605181,0.006695271,39.48274708,10816.43399,,,,,,,,
36,27,39.18596792,0.00671196,39.19267988,10800.22852,,,,,,,,
36,30,39.20182514,0.006679058,39.2085042,10746.54649,,,,,,,,
36,45,39.20045185,0.006762028,39.20721388,10719.82943,,,,,,,,
36,60,38.83359623,0.006651878,38.84024811,10659.06566,,,,,,,,
36,90,38.46384907,0.00661087,38.47045994,10549.11306,,,,,,,,
36,120,38.39124393,0.006513119,38.39775705,10551.58345,,,,,,,,
37,3,40.55525613,0.006741047,40.56199718,11874.21765,,,,,,,,
37,9,39.65691113,0.006787777,39.66369891,11890.11397,,,,,,,,
37,15,39.46762204,0.006700039,39.47432208,11897.40318,,,,,,,,
37,21,39.18273926,0.006685972,39.18942523,11859.65126,,,,,,,,
37,27,39.21612406,0.006737947,39.22286201,11834.52193,,,,,,,,
37,30,39.00796723,0.006692886,39.01466012,11875.07818,,,,,,,,
37,45,38.96509385,0.006680965,38.97177482,11802.39167,,,,,,,,
37,60,38.77034712,0.006667852,38.77701497,11765.64162,,,,,,,,
37,90,38.52379704,0.006618023,38.53041506,11674.41966,,,,,,,,
37,120,38.39191604,0.006526947,38.39844298,11610.85795,,,,,,,,
38,3,40.24590325,0.006778002,40.25268126,9195.85571,,,,,,,,
38,9,39.61511326,0.006731987,39.62184525,9170.825904,,,,,,,,
38,15,39.40019917,0.006721735,39.40692091,9170.970325,,,,,,,,
38,21,39.21012998,0.006699085,39.21682906,9132.569779,,,,,,,,
38,27,39.18602681,0.006698132,39.19272494,9209.55939,,,,,,,,
38,30,39.09194899,0.006678104,39.09862709,9120.371164,,,,,,,,
38,45,38.94166446,0.00666976,38.94833422,9165.355013,,,,,,,,
38,60,38.81539321,0.006648064,38.82204127,9070.138675,,,,,,,,
38,90,38.74144506,0.006642818,38.74808788,9014.538996,,,,,,,,
38,120,38.51584792,0.006538153,38.52238607,8924.60613,,,,,,,,
39,3,40.47792888,0.006727934,40.48465681,10697.99676,,,,,,,,
39,9,39.63176298,0.006745815,39.6385088,10738.29606,,,,,,,,
39,15,39.26089501,0.006710052,39.26760507,10733.68258,,,,,,,,
39,21,39.22546315,0.006669998,39.23213315,10732.72911,,,,,,,,
39,27,39.13147593,0.006701946,39.13817787,10693.02468,,,,,,,,
39,30,38.99183321,0.006696939,38.99853015,10682.34387,,,,,,,,
39,45,38.87230992,0.006702185,38.87901211,10620.77255,,,,,,,,
39,60,38.71818209,0.006672859,38.72485495,10557.82914,,,,,,,,
39,90,38.41473794,0.006622791,38.42136073,10462.55065,,,,,,,,
39,120,38.34538913,0.006547928,38.35193706,10449.21608,,,,,,,,
40,3,40.2298739,0.006716967,40.23659086,9883.330584,,,,,,,,
40,9,39.46082807,0.006690025,39.46751809,9927.047247,,,,,,,,
40,15,39.36364818,0.006707907,39.37035608,9941.869229,,,,,,,,
40,21,39.24478102,0.006704092,39.25148511,9924.310323,,,,,,,,
40,27,39.14995098,0.006707907,39.15665889,9909.355643,,,,,,,,
40,30,39.14616609,0.006661892,39.15282798,9891.604085,,,,,,,,
40,45,38.81707168,0.006666422,38.8237381,9850.179293,,,,,,,,
40,60,38.67985797,0.006663084,38.68652105,9795.646483,,,,,,,,
40,90,38.46663117,0.006607771,38.47323895,9706.956006,,,,,,,,
40,120,38.29611015,0.008858919,38.30496907,9656.415988,,,,,,,,
41,3,40.38613105,0.006710052,40.3928411,10498.15592,,,,,,,,
41,9,39.47909594,0.00673008,39.48582602,10533.38039,,,,,,,,
41,15,39.20755601,0.006665945,39.21422195,10540.84561,,,,,,,,
41,21,39.16572595,0.006703138,39.17242908,10524.00643,,,,,,,,
41,27,39.14192104,0.006700039,39.14862108,10513.60069,,,,,,,,
41,30,38.96203017,0.006680012,38.96871018,10512.88754,,,,,,,,
41,45,38.86709809,0.006680965,38.87377906,10423.3783,,,,,,,,
41,60,38.77115011,0.006677866,38.77782798,10405.52412,,,,,,,,
41,90,38.41537094,0.006625891,38.42199683,10336.4335,,,,,,,,
41,120,38.29806972,0.006523132,38.30459285,10264.69526,,,,,,,,
42,3,40.29967499,0.006758928,40.30643392,11130.69566,,,,,,,,
42,9,39.55780935,0.006727934,39.56453729,11165.6066,,,,,,,,
42,15,39.30819607,0.006682873,39.31487894,11162.10574,,,,,,,,
42,21,39.25414395,0.006698132,39.26084208,11144.20584,,,,,,,,
42,27,39.10244298,0.006707907,39.10915089,11128.81565,,,,,,,,
42,30,39.10487604,0.006697893,39.11157393,11056.88992,,,,,,,,
42,45,38.97285604,0.006685972,38.97954202,11031.26629,,,,,,,,
42,60,38.677423,0.006701946,38.68412495,10995.52558,,,,,,,,
42,90,38.41005111,0.006643057,38.41669416,10912.33631,,,,,,,,
42,120,38.34169507,0.006539822,38.34823489,10774.13812,,,,,,,,
43,3,40.21665597,0.006785154,40.22344112,10251.7763,,,,,,,,
43,9,39.53553915,0.006701946,39.5422411,10252.53699,,,,,,,,
43,15,39.39618301,0.006690979,39.40287399,10233.31799,,,,,,,,
43,21,39.20922089,0.006742001,39.21596289,10234.63783,,,,,,,,
43,27,39.08788681,0.006692171,39.09457898,10189.71047,,,,,,,,
43,30,39.11541915,0.006711006,39.12213016,10188.8715,,,,,,,,
43,45,38.97074914,0.00672698,38.97747612,10135.12059,,,,,,,,
43,60,38.74384594,0.006644011,38.75048995,10082.85068,,,,,,,,
43,90,38.5898149,0.006646156,38.59646106,10023.13546,,,,,,,,
43,120,38.29229379,0.00651598,38.29880977,9980.026821,,,,,,,,
44,3,40.34763503,0.006766081,40.35440111,10430.54223,,,,,,,,
44,9,39.49958682,0.006731033,39.50631785,10483.90818,,,,,,,,
44,15,39.28263497,0.006726265,39.28936124,10475.6114,,,,,,,,
44,21,39.19154096,0.006692171,39.19823313,10459.91192,,,,,,,,
44,27,39.12800407,0.006747961,39.13475204,10442.99792,,,,,,,,
44,30,38.95948291,0.006708145,38.96619105,10332.72593,,,,,,,,
44,45,38.96363878,0.006687164,38.97032595,10386.3204,,,,,,,,
44,60,38.76463795,0.006674051,38.771312,10255.09551,,,,,,,,
44,90,38.43471813,0.006635904,38.44135404,10181.34974,,,,,,,,
44,120,38.33537006,0.006538868,38.34190893,10108.747,,,,,,,,
45,3,40.62376404,0.006783962,40.630548,7719.934995,,,,,,,,
45,9,39.47896791,0.006744146,39.48571205,7745.932598,,,,,,,,
45,15,39.35827708,0.006723881,39.36500096,7742.554733,,,,,,,,
45,21,39.23726797,0.006684303,39.24395227,7772.033703,,,,,,,,
45,27,39.08960795,0.006710052,39.09631801,7755.802326,,,,,,,,
45,30,38.99091601,0.006676912,38.99759293,7762.043928,,,,,,,,
45,45,38.95956182,0.006708145,38.96626997,7691.096329,,,,,,,,
45,60,38.66302085,0.006666183,38.66968703,7696.761947,,,,,,,,
45,90,38.40643191,0.006654024,38.41308594,7633.343526,,,,,,,,
45,120,38.40566397,0.006563663,38.41222763,7609.223354,,,,,,,,
46,3,40.17749095,0.006690025,40.18418097,11109.10467,,,,,,,,
46,9,39.46888375,0.006777287,39.47566104,11127.83476,,,,,,,,
46,15,39.26506996,0.006731987,39.27180195,11143.4449,,,,,,,,
46,21,39.15822577,0.00672698,39.16495275,11140.95077,,,,,,,,
46,27,39.06898403,0.006688118,39.07567215,11113.097,,,,,,,,
46,30,39.09427214,0.006725073,39.10099721,11005.62922,,,,,,,,
46,45,39.05229998,0.006682158,39.05898213,11043.74306,,,,,,,,
46,60,38.98021507,0.006796598,38.98701167,10980.58377,,,,,,,,
46,90,38.5511899,0.006626844,38.55781674,10899.32532,,,,,,,,
46,120,38.50199032,0.006542683,38.508533,10771.94712,,,,,,,,
47,3,40.74458599,0.006788254,40.75137424,11556.80348,,,,,,,,
47,9,39.49373698,0.006771088,39.50050807,11579.55709,,,,,,,,
47,15,39.40377903,0.006744862,39.41052389,11592.76566,,,,,,,,
47,21,39.25880909,0.0067451,39.26555419,11585.73094,,,,,,,,
47,27,39.15799308,0.006700039,39.16469312,11563.13364,,,,,,,,
47,30,39.01794982,0.006684303,39.02463412,11500.1827,,,,,,,,
47,45,38.90583014,0.006684065,38.91251421,11498.20411,,,,,,,,
47,60,38.75251603,0.006678104,38.75919414,11437.70693,,,,,,,,
47,90,38.61730099,0.006611824,38.62391281,11322.92846,,,,,,,,
47,120,38.43472099,0.006550074,38.44127107,11245.82168,,,,,,,,
48,3,40.42128205,0.006793022,40.42807508,8889.291818,,,,,,,,
48,9,39.53968692,0.006714106,39.54640102,8919.498735,,,,,,,,
48,15,39.39680886,0.006737947,39.40354681,8979.293776,,,,,,,,
48,21,39.28844786,0.00673008,39.29517794,8987.289096,,,,,,,,
48,27,39.10589004,0.006705761,39.1125958,8953.456072,,,,,,,,
48,30,39.33496213,0.00672102,39.34168315,8910.890564,,,,,,,,
48,45,38.93355894,0.006711006,38.94026995,8910.753498,,,,,,,,
48,60,38.70527196,0.00664711,38.71191907,8824.604073,,,,,,,,
48,90,38.46615982,0.006618261,38.47277808,8756.570543,,,,,,,,
48,120,38.3079989,0.006541014,38.31453991,8643.551267,,,,,,,,
49,3,40.3711133,0.00670886,40.37782216,10816.41716,,,,,,,,
