seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.908885002,0.236002922,1.030364037,4.179843187,6.355095148,11654.76016,,7.508764648,11444.28101
12,60,0.950287104,0.191170931,0.940877914,3.617172003,5.699507952,11490.06881,,,
13,60,0.945780993,0.164793015,0.983796835,10.29244041,12.38681126,11733.67655,,,
14,60,0.954118013,0.234319925,1.031289101,5.63953495,7.85926199,10952.77368,,,
15,60,0.966525078,0.191625834,0.960631609,4.550446272,6.669228792,11624.44553,,,
16,60,0.934427023,0.167224169,0.926146984,6.252183437,8.279981613,11817.65102,,,
17,60,0.908973694,0.238687038,1.096957207,5.709145784,7.953763723,11439.02153,,,
18,60,0.955002785,0.167614937,0.989520073,4.107928276,6.220066071,11349.03054,,,
19,60,0.941781998,0.16039896,1.039361,4.20296216,6.344504118,11092.9049,,,
20,60,0.928806067,0.228052855,0.984539747,5.178027153,7.319425821,11288.47739,,,
