seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.963119745,0.1811409,0.896676064,4.859540224,6.900476933,11525.07318,,7.444286013,11255.96438
12,60,0.93413496,0.172683954,0.897000074,4.625185013,6.629004002,11344.77487,,,
13,60,0.954687834,0.22064805,1.05855608,4.590512276,6.82440424,12113.99023,,,
14,60,0.943341017,0.184029818,0.838772058,4.160346031,6.126488924,10220.54543,,,
15,60,0.956444979,0.246539116,0.947833776,8.600275517,10.75109339,11374.50282,,,
16,60,1.016277075,0.183921337,0.931267023,4.168091536,6.299556971,11883.17079,,,
17,60,0.980806112,0.181642056,0.803340912,4.389144897,6.354933977,11432.40568,,,
18,60,0.958218098,0.216910124,0.918629885,4.583311796,6.677069902,11191.74096,,,
19,60,0.953328848,0.193383932,0.842276096,4.607731104,6.59671998,10537.42679,,,
20,60,0.932945013,0.185319901,1.021925926,9.142920971,11.28311181,10936.01302,,,
