seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.980878115,0.281064987,1.155134916,2.073410034,4.490488052,14438.6357,,4.323883319,14270.38796
12,60,0.984143972,0.192776918,0.975501776,2.080182314,4.23260498,14490.10362,,,
13,60,1.027975082,0.218592167,1.090215206,2.158646584,4.495429039,14565.30068,,,
14,60,1.005602121,0.254890203,1.140069008,2.044077635,4.444638968,14166.65254,,,
15,60,0.954172134,0.186485052,0.959601879,2.069236994,4.169496059,14066.78205,,,
16,60,1.00879693,0.191958189,1.034981012,2.099143982,4.334880114,14605.24292,,,
17,60,0.968311071,0.258898735,1.069903135,2.052765846,4.349878788,14119.74674,,,
18,60,0.999854088,0.208540916,1.054828167,2.007982016,4.271205187,14268.79353,,,
19,60,1.03339982,0.195580244,0.964724064,2.041465759,4.235169888,13947.5193,,,
20,60,1.024412155,0.172631979,0.989984035,2.028013945,4.215042114,14035.10248,,,
