seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,1.008828163,0.229876995,1.05146122,2.009468555,4.299634933,14591.31878,,4.252767849,14294.33709
12,60,1.024296999,0.196923971,0.940047979,2.053575993,4.214844942,14556.6088,,,
13,60,1.037280083,0.239560366,1.029300928,2.043165445,4.349306822,14524.7714,,,
14,60,1.075083733,0.202524185,0.942663908,1.975749254,4.19602108,13956.4007,,,
15,60,0.983501196,0.250320911,0.968749046,1.996301651,4.198872805,14248.15382,,,
16,60,0.954614878,0.181420088,0.968141079,2.087649107,4.191825151,14765.34343,,,
17,60,1.003241062,0.20437789,1.049744844,2.025326252,4.282690048,14015.28927,,,
18,60,0.981998205,0.22941184,1.003913879,2.00525403,4.220577955,14541.44456,,,
19,60,1.013774872,0.21539402,0.957358122,1.934895039,4.121422052,14036.56659,,,
20,60,1.044690847,0.264616966,1.144184113,1.998990774,4.4524827,13707.47355,,,
