seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.98570776,0.176771164,0.966224194,1.947808981,4.076512098,16011.85439,,4.055322313,14084.04867
12,60,0.960511923,0.245595217,1.043736935,1.82013607,4.069980145,16125.37733,,,
13,60,0.962417126,0.173458338,0.962754726,2.063827991,4.162458181,16338.64618,,,
14,60,0.999969959,0.178643942,1.018672943,1.668742418,3.866029263,10139.89931,,,
15,60,0.96641016,0.25961113,1.076887846,1.823492765,4.126401901,14075.35219,,,
16,60,0.95881319,0.24413991,0.979939938,1.86717391,4.050066948,15845.83766,,,
17,60,0.968585014,0.215970993,0.985050917,1.765280962,3.934887886,12048.86177,,,
18,60,1.05502677,0.22191,0.991129875,1.778842211,4.046908855,13416.49074,,,
19,60,1.048174143,0.271209955,1.083846092,1.801197767,4.204427958,13627.0923,,,
20,60,0.998908997,0.187162876,0.971438169,1.858039856,4.015549898,13211.0748,,,
