seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,1.082581997,0.323134899,1.052639961,2.024289131,4.482645988,14419.04768,,4.210731173,14351.55915
12,60,1.064653158,0.269163132,0.937587023,2.07131505,4.342718363,14840.07515,,,
13,60,1.103574991,0.267110825,1.000396013,2.12907815,4.500159979,15034.256,,,
14,60,0.9744699,0.23577714,0.939076185,1.958087683,4.107410908,14027.84618,,,
15,60,1.036663055,0.188715696,0.881294012,1.964743376,4.07141614,14215.77238,,,
16,60,0.997728825,0.174832106,0.823435068,2.039517164,4.035513163,14674.27912,,,
17,60,0.988594294,0.203452826,0.920187712,1.941312075,4.053546906,14180.72422,,,
18,60,1.010972261,0.232129097,0.903197289,1.986839533,4.13313818,14298.40572,,,
19,60,1.007931232,0.172343969,0.941098213,1.904558659,4.025932074,13782.94203,,,
20,60,1.078301907,0.275944948,1.032295942,1.96828723,4.354830027,14042.24299,,,
