seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,1.032835245,0.207619905,1.037678003,2.077417612,4.355550766,15500.78062,,3.933746862,14054.52369
12,60,1.023481131,0.178171158,0.882028103,1.935167789,4.018848181,15505.86973,,,
13,60,0.94284606,0.132707119,0.658931017,2.170382738,3.904866934,15786.63648,,,
14,60,0.952398062,0.174412012,0.903894663,1.734923363,3.765628099,11242.43546,,,
15,60,0.973404169,0.155238152,0.851325035,1.833511591,3.813478947,14131.38466,,,
16,60,0.996634722,0.151237726,0.774182081,1.986035585,3.908090115,15190.01672,,,
17,60,0.977824926,0.221688032,0.824059248,1.809551716,3.833123922,12628.39885,,,
18,60,1.007419109,0.217736959,0.934080839,1.830026865,3.989263773,13502.40438,,,
19,60,0.967704058,0.18671608,0.84145093,1.865918875,3.861789942,13655.24818,,,
20,60,0.97577405,0.177893877,0.818509102,1.914650917,3.886827946,13402.06182,,,
