seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.963222742,0.282802105,1.06637907,1.735109329,4.047513247,15331.02292,,3.945902395,14533.32377
12,60,1.062035084,0.186594009,0.810631752,1.786779165,3.84604001,14667.2434,,,
13,60,1.054135799,0.214601994,0.977822781,1.737309694,3.983870268,16884.36827,,,
14,60,0.991985083,0.32101202,0.867581844,1.705938101,3.886517048,11466.18842,,,
15,60,1.017807245,0.216380835,0.99293375,1.719182253,3.946304083,14997.16479,,,
16,60,0.997224092,0.202970028,0.850897074,1.714641571,3.765732765,16077.99243,,,
17,60,0.949523926,0.223796129,0.894822121,1.827210903,3.895353079,14893.95453,,,
18,60,1.015189171,0.246363878,0.960517168,1.741968155,3.964038372,14111.4135,,,
19,60,1.116880178,0.307482958,1.050518036,1.703693867,4.178575039,12507.00404,,,
20,60,0.982503891,0.23218894,0.996013165,1.734374046,3.945080042,14396.88535,,,
