seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.94472003,0.209095001,1.038099051,4.157567978,6.349482059,11538.99665,,7.6664047,11475.07128
12,60,0.950520039,0.170562744,0.958516121,4.41644311,6.496042013,11541.51797,,,
13,60,0.935749054,0.213875055,1.016622066,4.469127893,6.635374069,11676.96427,,,
14,60,0.919846296,0.169343948,0.930907011,7.767112732,9.787209988,11302.4251,,,
15,60,0.923895121,0.246773005,1.018656254,4.035084486,6.224408865,11462.71588,,,
16,60,0.939604998,0.210109949,1.015362024,3.349066019,5.51414299,11836.94582,,,
17,60,0.912852049,0.210374117,1.025687218,6.056132555,8.205045938,11412.86588,,,
18,60,0.956827164,0.127092838,0.935759783,6.137505293,8.157185078,11544.18919,,,
19,60,0.981506824,0.244683027,0.992366076,10.38991117,12.6084671,11265.89761,,,
20,60,0.937825918,0.207442999,0.96707201,4.574347973,6.6866889,11168.19438,,,
