seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.920125723,0.21975112,0.856899977,5.493981361,7.490758181,11455.24943,,7.171028566,11412.02752
12,60,0.947936058,0.213829756,0.799985886,5.261231184,7.222982883,11865.7978,,,
13,60,1.026870966,0.193875074,0.956664085,3.572084904,5.749495029,12164.09831,,,
14,60,0.945810795,0.15370512,0.76221323,7.127472162,8.989201307,11099.6046,,,
15,60,0.961479187,0.202928782,0.925596952,3.949507236,6.039512157,11328.56519,,,
16,60,0.954802036,0.195661068,0.900920868,5.041781902,7.093165874,11859.26926,,,
17,60,0.960444927,0.207966805,0.915357828,6.2955935,8.37936306,11086.89433,,,
18,60,0.96663785,0.227097988,0.927510738,4.247833252,6.369079828,11417.27317,,,
19,60,1.012257099,0.169662237,0.896885157,4.545530558,6.624335051,10806.06636,,,
20,60,0.933866978,0.200110912,0.949599028,5.668815374,7.752392292,11037.45674,,,
