seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.956250906,0.235449076,0.893707991,1.956455946,4.041863918,14481.90804,,4.131751919,14312.40273
12,60,0.972651958,0.249710083,0.962100983,2.036057949,4.220520973,14885.02585,,,
13,60,0.957977057,0.200562954,0.836203098,2.092047691,4.0867908,15054.4392,,,
14,60,0.974375963,0.23917532,0.953473091,1.915754557,4.082778931,14180.46403,,,
15,60,0.935482025,0.24228096,0.978102207,1.936982632,4.092847824,13711.52053,,,
16,60,1.001072168,0.227270842,1.003487825,1.978018045,4.209848881,14525.77794,,,
17,60,0.994388819,0.223270893,0.883528948,2.00886035,4.110049009,14421.31332,,,
18,60,0.972213745,0.196255922,0.922503233,2.000068188,4.091041088,14070.91913,,,
19,60,0.95795083,0.251805067,1.011018991,1.90563798,4.126412868,13637.55677,,,
20,60,0.983502865,0.268170118,1.022537947,1.981153965,4.255364895,14155.10255,,,
