seed,x_axle,Tree Construction Time,PD Initialization Time,PD Solve Time,Route time,Total Time,Route Cost,,,
11,60,0.965095758,0.228267908,0.868174791,10.07425547,12.13579392,11460.31429,,16.68506694,11293.49583
12,60,0.97576189,0.188863039,0.806968212,18.44905901,20.42065215,11531.32195,,,
13,60,1.008261919,0.245116949,0.900282145,16.69200015,18.84566116,11476.69199,,,
14,60,1.007821083,0.168573856,0.866384745,15.14106727,17.18384695,11226.57358,,,
15,60,0.987175941,0.196868896,0.918256283,19.16303086,21.26533198,11261.31441,,,
16,60,0.953896046,0.203150988,0.788566113,16.92553592,18.87114906,11563.02091,,,
17,60,0.942589045,0.251081944,1.009477139,5.891660929,8.094809055,11084.97476,,,
18,60,1.013232231,0.176187277,0.824193001,14.34681153,16.36042404,11598.15893,,,
19,60,1.02247715,0.201555014,0.905302048,8.177103758,10.30643797,10909.76742,,,
20,60,0.973805904,0.176573753,0.819791794,21.39639163,23.36656308,10822.8201,,,
