seed,x_axle,Greedy Time,final_calculation_time,Total Running time,Route Cost,,,
11,60,40.81338024,0.007123947,40.82050419,11295.85517,,41.39292281,11188.73967
12,60,41.23646784,0.007083178,41.24355102,12179.08811,,,
13,60,40.75396085,0.006983042,40.76094389,12539.81797,,,
14,60,40.86994886,0.007256031,40.8772049,10696.63755,,,
15,60,40.78867507,0.007040977,40.79571605,10926.15437,,,
16,60,40.75115514,0.007021904,40.75817704,11932.87323,,,
17,60,40.38765192,0.006865263,40.39451718,10673.6439,,,
18,60,40.74504113,0.006936789,40.75197792,11011.03966,,,
19,60,44.60611677,0.011127949,44.61724472,9955.948657,,,
20,60,42.90242624,0.006964922,42.90939116,10676.33806,,,
